amplitude_0,amplitude_1,x_0_1,y_0_1,amplitude_2,x_0_2,y_0_2,x_gamma_2,y_gamma_2,alpha_2,x_gamma_1,y_gamma_1,alpha_1,flux1,flux2,delta_m,rho,theta
207.062006802,60879.8317231,460.944722899,465.406238349,626928.067892,510.202476908,512.03680628,3.03582478986,2.7009715858,1.91337028754,3.03582478986,2.7009715858,1.91337028754,1715846.53141,17669466.2966,-2.53186247697,1.49543847133,-46.8156384473
208.097990781,58499.02406,460.817159809,465.483666812,624042.10115,510.200944598,512.041557618,3.02269572663,2.69034297788,1.88254218293,3.02269572663,2.69034297788,1.88254218293,1691953.62295,18049064.775,-2.57016562213,1.49639118667,-46.9326754298
206.132461818,62520.651356,460.886172623,465.457308937,634084.728739,510.184764405,512.044873995,2.90830499747,2.58223459373,1.80892955353,2.90830499747,2.58223459373,1.80892955353,1820626.00235,18464864.7055,-2.51531347198,1.49545525371,-46.8654520486
205.794104375,59999.8806571,460.941354892,465.356243284,618195.300183,510.198735212,512.030035877,3.14420594878,2.75933535886,1.94945548546,3.14420594878,2.75933535886,1.94945548546,1721543.90928,17737563.1026,-2.53243962327,1.49608024667,-46.7890670299
213.614084784,58240.0975432,460.803264345,465.384089417,626919.110666,510.194076984,512.023685955,3.00296964288,2.65342898737,1.85847272764,3.00296964288,2.65342898737,1.85847272764,1696469.42957,18261505.3284,-2.57997634072,1.49772714044,-46.8868588294
206.374480541,57900.8890617,460.778267789,465.387178031,625480.390124,510.202575719,512.032505583,2.99682759904,2.67871686623,1.87946635697,2.99682759904,2.67871686623,1.87946635697,1658896.59277,17920443.8183,-2.58382361517,1.49835537001,-46.902644583
219.581216463,57511.4812724,460.808198525,465.316204801,622805.532593,510.194608274,512.03750655,2.95138139702,2.63592847916,1.82880990043,2.95138139702,2.63592847916,1.82880990043,1693681.59749,18341336.8946,-2.58649804827,1.49887908218,-46.8345416445
206.946756623,59134.1235745,460.954729476,465.460644181,620401.1306,510.196903067,512.023783425,3.06477824768,2.70524425953,1.90326213367,3.06477824768,2.70524425953,1.90326213367,1703958.3398,17876980.7844,-2.55208800217,1.49417637111,-46.8477999127
209.491978864,59139.7107667,460.897465374,465.312051594,625049.557675,510.189932635,512.032568852,3.00960593389,2.69039576174,1.87804507061,3.00960593389,2.69039576174,1.87804507061,1711782.87037,18091926.4516,-2.56009034358,1.49734799678,-46.7808595286
220.211397363,57942.2122212,460.968544461,465.381272212,624707.856637,510.189969723,512.032253548,2.99450597511,2.65900623623,1.85307683984,2.99450597511,2.65900623623,1.85307683984,1697167.56798,18298170.584,-2.58170736986,1.49515697151,-46.7822013849
208.589665797,63781.7228974,460.818615526,465.557074285,615952.130633,510.189073474,512.037666826,3.05289222491,2.68790179922,1.87639081786,3.05289222491,2.68790179922,1.87639081786,1874456.20912,18102021.2124,-2.46212942638,1.49501988459,-46.972250073
219.853994165,53887.1410859,460.748254083,465.422976583,616769.732611,510.186633416,512.038991154,3.12626589068,2.75173042716,1.93210558879,3.12626589068,2.75173042716,1.93210558879,1561514.90109,17872476.3061,-2.64659649263,1.498144948,-46.9286165337
218.947333477,59456.1922681,460.920041457,465.494194728,623859.25928,510.191240712,512.035219317,2.99102463093,2.69730059615,1.869521959,2.99102463093,2.69730059615,1.869521959,1731412.90371,18167333.5944,-2.55222635264,1.49431515847,-46.8780709356
210.987922735,56822.6826843,460.865184684,465.298852377,615605.859984,510.186124247,512.024212675,3.12197162921,2.72866931662,1.92073752207,3.12197162921,2.72866931662,1.92073752207,1650573.13243,17882014.6813,-2.586954189,1.49788093157,-46.7943374401
225.49562184,54294.6440317,460.914011124,465.466219142,620987.277194,510.20658414,512.016677318,3.02590265385,2.71392632935,1.88653331202,3.02590265385,2.71392632935,1.88653331202,1578706.5538,18056268.9525,-2.64581650787,1.49480242606,-46.8846415102
215.901204615,59049.2968284,460.778363039,465.543028261,621373.173548,510.195520106,512.014951665,2.88420862818,2.62149651613,1.79434340114,2.88420862818,2.62149651613,1.79434340114,1762699.74321,18548892.9561,-2.55534913428,1.49564788628,-47.0044352595
220.806694645,60580.3810147,460.897776178,465.535843828,632309.421481,510.197029813,512.018499796,2.98261201076,2.67106027175,1.87416959726,2.98261201076,2.67106027175,1.87416959726,1732867.09806,18086891.9603,-2.54649672135,1.49389645633,-46.9299472459
218.325295525,59343.3641944,460.863980267,465.417539073,620256.969252,510.192621887,512.03448792,3.07828718642,2.72569975395,1.90938523575,3.07828718642,2.72569975395,1.90938523575,1718922.3528,17966211.5581,-2.54800062542,1.49638157221,-46.8648502238
206.561481779,57150.5270378,460.657199024,465.391225448,629039.589837,510.189387223,512.026464105,2.98761145615,2.65429404983,1.8713777936,2.98761145615,2.65429404983,1.8713777936,1632392.85493,17967329.8738,-2.60414714049,1.49995294477,-46.9707974443
213.761814201,56269.2498694,461.044733225,465.467851143,620133.801793,510.185181355,512.029954906,3.07498241588,2.74269064725,1.920705107,3.07498241588,2.74269064725,1.920705107,1618237.6951,17834348.2846,-2.60553732573,1.49251535907,-46.7896105806
222.268666487,58330.7574122,460.826966942,465.602028977,624739.083926,510.17802087,512.020799207,3.03517523173,2.68106174371,1.88842635712,3.03517523173,2.68106174371,1.88842635712,1677087.38182,17962126.6846,-2.57450515927,1.49378176303,-46.9989158396
218.376378223,62274.0799148,461.077777882,465.448865914,623947.925409,510.180502134,512.022560949,3.00720641513,2.66128002961,1.86661616319,3.00720641513,2.66128002961,1.86661616319,1804910.04956,18084126.3373,-2.50210492334,1.49207938385,-46.7606830928
214.84179928,61934.1638003,460.934465227,465.493504829,626155.150785,510.180173004,512.050361024,3.00226308476,2.63056432391,1.85542668022,3.00226308476,2.63056432391,1.85542668022,1794418.88089,18141644.3522,-2.51188204639,1.49413948776,-46.8536793408
223.252508315,62255.716916,460.69700954,465.581047515,629149.138172,510.177377539,512.02179918,2.96702078427,2.64231879774,1.85671473409,2.96702078427,2.64231879774,1.85671473409,1787870.4243,18068068.7261,-2.51143923418,1.49620873473,-47.0598532102
206.808727042,58866.7392184,460.663957621,465.541426695,616159.174173,510.183763919,512.035353299,3.10309468731,2.73472421674,1.91172444822,3.10309468731,2.73472421674,1.91172444822,1720142.66995,18004799.2273,-2.54955953443,1.49764233545,-47.0499711393
226.418976972,59040.6266195,460.782643781,465.469999384,620539.945832,510.194959815,512.026985334,3.08590587919,2.72907462979,1.93205955357,3.08590587919,2.72907462979,1.93205955357,1674944.03059,17604341.7446,-2.55404872839,1.49684009621,-46.9496522195
228.307534377,63294.7752201,460.846799591,465.347884718,630220.105783,510.177810152,512.023823981,3.00181641036,2.64187009402,1.87419912133,3.00181641036,2.64187009402,1.87419912133,1802179.66782,17944173.4347,-2.49531343121,1.49730327295,-46.8302469095
202.502718903,59161.3075665,460.810652932,465.421556443,617417.532334,510.180039541,512.03368565,3.09634829558,2.72695639562,1.90813592632,3.09634829558,2.72695639562,1.90813592632,1726854.45047,18021781.2942,-2.54635495187,1.49696916179,-46.8912726813
221.417724326,59252.4423099,460.768920434,465.467021202,624967.901415,510.194156532,512.036189029,3.01647903007,2.65333583035,1.86985139428,3.01647903007,2.65333583035,1.86985139428,1711134.98967,18048322.1757,-2.55788140728,1.49723160724,-46.9496470824
216.364482485,63451.0440047,460.807110769,465.33482782,621124.214417,510.186177037,512.037819626,3.08880945519,2.76457620921,1.93618507948,3.08880945519,2.76457620921,1.93618507948,1817195.35892,17788606.2338,-2.47685075693,1.49848602364,-46.8414609756
212.297718626,55308.1064868,460.843267411,465.360597692,621684.858376,510.191251524,512.02516243,3.04442066283,2.72368619535,1.91306455082,3.04442066283,2.72368619535,1.91306455082,1576900.69575,17725013.5445,-2.62695557732,1.49740756557,-46.8469639686
213.732805037,55323.3150819,460.861796129,465.374358654,628886.79526,510.198213146,512.053661939,2.98043053635,2.63514239859,1.86160872482,2.98043053635,2.63514239859,1.86160872482,1582649.2612,17990781.4942,-2.63916337384,1.49744113473,-46.8313140902
207.417103344,59564.4643444,460.909312902,465.275077237,632167.77169,510.177451769,512.028405319,3.04112000829,2.7145910186,1.91846163678,3.04112000829,2.7145910186,1.91846163678,1680860.17423,17839281.1812,-2.56461440898,1.49744690988,-46.7468441078
208.46451563,61692.0503415,460.719923645,465.379865616,622110.130841,510.199891939,512.035550079,3.01536116165,2.67274154996,1.86796430141,3.01536116165,2.67274154996,1.86796430141,1797834.19411,18129623.6807,-2.50909788298,1.49941203624,-46.9283391163
212.882386712,58940.3962516,460.819955417,465.385727244,631545.858428,510.197675249,512.030626869,2.92743560573,2.62888257954,1.83770801379,2.92743560573,2.62888257954,1.83770801379,1698997.91362,18204802.6651,-2.57498282529,1.49759449885,-46.8760851365
224.137520133,58219.0780776,460.837912269,465.182527217,624789.470934,510.203584173,512.042637072,3.01313607591,2.69502982539,1.88362362349,3.01313607591,2.69502982539,1.88362362349,1679414.36001,18022998.9442,-2.57667298729,1.50062477403,-46.7382053668
208.366832581,59952.3762557,460.670968597,465.338752471,618875.399743,510.202212044,512.021691555,3.04624555262,2.76004867491,1.91575651311,3.04624555262,2.76004867491,1.91575651311,1728109.85572,17838935.1104,-2.53449394669,1.50065048807,-46.9411853757
212.641207591,57775.5043797,461.03818517,465.449906249,624300.038568,510.188176067,512.034834922,2.99199683232,2.67085157039,1.85902207201,2.99199683232,2.67085157039,1.85902207201,1686734.73123,18226253.5677,-2.58412655121,1.49301182786,-46.7811929873
206.291689497,56169.1474354,460.850345646,465.470969941,611179.780864,510.188937811,512.020950505,3.04988242337,2.74027115222,1.88563110455,3.04988242337,2.74027115222,1.88563110455,1663817.78148,18104136.4549,-2.59168013244,1.49554064014,-46.9114714848
218.579387896,61175.5819534,460.799042173,465.298652104,621219.13061,510.186293268,512.026174584,3.08250117997,2.7198570872,1.92331939485,3.08250117997,2.7198570872,1.92331939485,1744021.23005,17710024.4078,-2.51666848104,1.49898587382,-46.831239349
225.512683072,61003.8890832,461.016459681,465.393191285,618296.409316,510.193900962,512.036493697,3.11098798227,2.78510184655,1.93953104989,3.11098798227,2.78510184655,1.93953104989,1766433.13235,17903459.2003,-2.51459937216,1.49433088401,-46.7614524344
207.60914588,60519.0118322,460.780581442,465.327101896,627424.499325,510.187050726,512.04748327,3.04583344672,2.68100611183,1.89803099322,3.04583344672,2.68100611183,1.89803099322,1727505.11514,17909762.3998,-2.5391762058,1.49918989381,-46.8466524615
215.117006945,60654.8169299,460.76678172,465.47450073,625845.062049,510.187752763,512.034343495,2.98097218386,2.65159999209,1.85495769744,2.98097218386,2.65159999209,1.85495769744,1759815.62655,18158079.9533,-2.5340068857,1.49702309721,-46.9528877179
214.498837397,57804.2607032,460.975912422,465.494622123,612835.553873,510.190854455,512.026657555,3.08587372732,2.7386691499,1.90905811964,3.08587372732,2.7386691499,1.90905811964,1687059.44013,17886082.4454,-2.56346210986,1.4932699035,-46.8510721805
216.207440618,58310.2520415,460.873017461,465.229687938,620922.479312,510.173395106,512.03106095,3.04843763718,2.70231398868,1.89645797131,3.04843763718,2.70231398868,1.89645797131,1682055.10163,17911560.898,-2.56823303858,1.49868861771,-46.7362336869
220.354415247,55404.749154,460.900863475,465.316019985,618027.780682,510.194210976,512.039169964,3.04993300106,2.69635294485,1.87231876799,3.04993300106,2.69635294485,1.87231876799,1639376.93551,18286927.108,-2.61865478277,1.49740169976,-46.7797645553
212.228365127,57945.9476164,460.80836069,465.369824327,616777.207736,510.199082372,512.036861466,3.0987411484,2.74540174686,1.90868294747,3.0987411484,2.74540174686,1.90868294747,1703119.58825,18128052.3883,-2.56776500906,1.49813634598,-46.8700783125
216.948817027,58214.4254256,460.866558787,465.318196742,622662.782035,510.200202982,512.020301255,3.04161373264,2.71106846958,1.90035463525,3.04161373264,2.71106846958,1.90035463525,1673728.06733,17902264.3402,-2.57305766624,1.49773787196,-46.8158248584
227.192076375,59213.4110928,460.757472653,465.320365716,622397.038031,510.196682311,512.030631943,3.0439796074,2.6926362742,1.90064815409,3.0439796074,2.6926362742,1.90064815409,1691636.49535,17780964.3683,-2.55412066407,1.49956840762,-46.8716522523
224.589430219,57851.368786,460.848193205,465.473257499,620534.03052,510.177793706,512.037250918,3.09867987696,2.75478580899,1.94538313192,3.09867987696,2.75478580899,1.94538313192,1640180.3479,17593173.3543,-2.57613144505,1.49560460465,-46.8977286845
216.774868627,60826.8326703,460.69510581,465.377068841,625800.49915,510.19747736,512.036903533,3.03278552603,2.67347897447,1.88181710209,3.03278552603,2.67347897447,1.88181710209,1755513.70883,18061172.133,-2.53085426622,1.49983715323,-46.9386821536
219.660614505,61172.7915278,460.836006192,465.508065518,620439.962779,510.197502969,512.017820474,2.98257395428,2.65293775714,1.84342222687,2.98257395428,2.65293775714,1.84342222687,1800806.27992,18264582.664,-2.5153568919,1.49531037502,-46.949253776
208.214623657,64572.6600387,460.904634828,465.41755839,622637.742382,510.190019984,512.036245761,3.00605272747,2.6883524898,1.88448652929,3.00605272747,2.6883524898,1.88448652929,1851911.53824,17856975.2462,-2.46046914762,1.49570751608,-46.8388374536
205.169681077,60217.4149567,460.772370045,465.48624249,622445.143422,510.193253858,512.014045053,3.09277215095,2.7247495678,1.9289889072,3.09277215095,2.7247495678,1.9289889072,1715039.44235,17727758.2538,-2.53594927107,1.49654291749,-46.972411575
209.583891707,57356.4971557,460.892574126,465.198989776,622207.415653,510.189052423,512.029907909,3.01130013843,2.6899463893,1.87537100682,3.01130013843,2.6899463893,1.87537100682,1665866.31402,18071472.989,-2.58838351666,1.49906906272,-46.7160286504
208.071455196,59786.6695185,460.769671484,465.552687702,622829.501065,510.198901408,512.020130655,3.07977413419,2.74767975959,1.92366228929,3.07977413419,2.74767975959,1.92366228929,1719708.23813,17915146.2267,-2.54441396396,1.49577688755,-47.0141215618
216.165419663,64176.3762374,460.767584124,465.486178796,620784.296188,510.189345904,512.029011348,3.09412172051,2.7112112708,1.91662243205,3.09412172051,2.7112112708,1.91662243205,1843934.53856,17836590.0539,-2.46391582933,1.4967817188,-46.9637330085
216.063110945,59445.0046618,460.848455738,465.474602088,620622.316517,510.185577986,512.032273699,3.15776164159,2.81740122369,1.99606296121,3.15776164159,2.81740122369,1.99606296121,1667454.63585,17408705.4089,-2.54678112174,1.4956318683,-46.9059259848
219.43607993,56821.0890146,460.810635921,465.403554731,620080.540288,510.187549936,512.030509134,3.07182366103,2.69163807114,1.89596090179,3.07182366103,2.69163807114,1.89596090179,1646045.55555,17963099.1006,-2.59484853848,1.49731289523,-46.8865646458
213.803594836,61201.137182,460.929709456,465.515460042,624584.666031,510.187131712,512.027450402,3.01679027865,2.68414284298,1.88982475207,3.01679027865,2.68414284298,1.88982475207,1748236.35838,17841562.0951,-2.52208181927,1.49365757829,-46.8878651848
216.116929133,63329.4056431,460.879793536,465.388801734,621746.886234,510.192853176,512.037354432,3.00314589755,2.65267850252,1.86895882668,3.00314589755,2.65267850252,1.86895882668,1822199.34719,17889784.2249,-2.48002303926,1.49660261894,-46.8365885511
220.124592736,62423.4612173,460.871638401,465.346285086,628660.805359,510.18499051,512.036261702,2.94145791976,2.60823168224,1.83350608651,2.94145791976,2.60823168224,1.83350608651,1802770.02659,18155580.6109,-2.50767453338,1.49722793102,-46.8115101261
211.305615001,60711.2106529,460.810720202,465.366425822,620077.110546,510.197447396,512.04468948,3.03982360542,2.71787141029,1.88953516374,3.03982360542,2.71787141029,1.88953516374,1770017.52806,18078202.2291,-2.52294418289,1.49823973983,-46.8609368135
212.622107322,59448.8838911,460.796972703,465.510228849,620723.696953,510.190737148,512.016714285,2.99647230413,2.65456127852,1.83598786653,2.99647230413,2.65456127852,1.83598786653,1774801.36032,18531294.2166,-2.54688999595,1.49578466845,-46.9698345916
214.002897876,59184.4881826,461.017540065,465.47645547,627158.064269,510.179997536,512.039370654,2.97047605677,2.65380975969,1.85532761857,2.97047605677,2.65380975969,1.85532761857,1711805.15911,18139466.5359,-2.56292544949,1.49288340843,-46.8018525734
214.617243781,56963.8895615,460.900865541,465.289485201,622381.973176,510.171897344,512.015800431,3.03551417238,2.67941031736,1.87240099963,3.03551417238,2.67941031736,1.87240099963,1666843.7828,18211812.7169,-2.59614569011,1.49708846129,-46.7649560583
212.79715491,57484.4811858,460.864451045,465.340957468,620435.390272,510.187957622,512.026783938,3.08316151343,2.74494393933,1.91981993605,3.08316151343,2.74494393933,1.91981993605,1660533.23525,17922318.5874,-2.58286655185,1.49732999652,-46.8198952451
