|CCF|RV|RV_err|addmode|vbary|identifier|SpT|configuration|Instrument|Date|Temperature|Velocity|vsini_sec|feh|significance|Comments|Rank|Keck|VLT|Gemini|Imaging_Detecton|best_addmode|parsed_date|Tmeas|Tmeas_err|UT_date
244|0.2943050585|-14.708142057|0.2489760653|dc|18.55|HIP 88818|A3V|"  (5.84(A3V + ?; 15.83y  e=.94) + 5.95A3V; 14.250"")"|IGRINS|20150409|5400|-14.743|30|-0.5|25.7965371749|Confirmed. Best [Fe/H] actually -0.5, but 0.0 is good too. Temperature changes!|1|n|n|n||simple|2015-04-09|5399.87985457|215.991142409|2015-04-10
245|0.2570429898|-14.4103408967|0.2864914829|simple|18.55|HIP 88818|A3V|"  (5.84(A3V + ?; 15.83y  e=.94) + 5.95A3V; 14.250"")"|IGRINS|20150409|5400|-14.743|30|-0.5|25.7965371749|Confirmed. Best [Fe/H] actually -0.5, but 0.0 is good too. Temperature changes!|1|n|n|n||simple|2015-04-09|5399.87985457|215.991142409|2015-04-10
246|0.4317775832|-14.1357417867|0.1542645264|ml|-9.77|HIP 88818|A3V|"  (5.84(A3V + ?; 15.83y  e=.94) + 5.95A3V; 14.250"")"|IGRINS|20150727|5200|-14.113|30|-0.5|27.5522461352|Confirmed|1|n|n|n||simple|2015-07-27|5200.18905785|215.831620239|2015-07-27
247|0.4179630364|-14.1030692602|0.1674005863|dc|-9.77|HIP 88818|A3V|"  (5.84(A3V + ?; 15.83y  e=.94) + 5.95A3V; 14.250"")"|IGRINS|20150727|5200|-14.113|30|-0.5|27.5522461352|Confirmed|1|n|n|n||simple|2015-07-27|5200.18905785|215.831620239|2015-07-27
248|0.3801134661|-13.9376847615|0.1853742936|simple|-9.77|HIP 88818|A3V|"  (5.84(A3V + ?; 15.83y  e=.94) + 5.95A3V; 14.250"")"|IGRINS|20150727|5200|-14.113|30|-0.5|27.5522461352|Confirmed|1|n|n|n||simple|2015-07-27|5200.18905785|215.831620239|2015-07-27
249|0.1133608135|-27.5706969669|0.6611202171|ml|18.5|HIP 88817|A3V|"  (5.84(A3V + ?; 15.83y  e=.94) + 5.95A3V; 14.250"")"|IGRINS|20150409|3700|-26.628|20|0|13.5293219886|Needs follow-up|3|n|n|n||simple|2015-04-09|3699.85219917|215.855960336|2015-04-10
250|0.1130746361|-27.5067452297|0.6625540037|dc|18.5|HIP 88817|A3V|"  (5.84(A3V + ?; 15.83y  e=.94) + 5.95A3V; 14.250"")"|IGRINS|20150409|3700|-26.628|20|0|13.5293219886|Needs follow-up|3|n|n|n||simple|2015-04-09|3699.85219917|215.855960336|2015-04-10
251|0.1010437071|-25.6178215854|0.6328666245|simple|18.5|HIP 88817|A3V|"  (5.84(A3V + ?; 15.83y  e=.94) + 5.95A3V; 14.250"")"|IGRINS|20150409|3700|-26.628|20|0|13.5293219886|Needs follow-up|3|n|n|n||simple|2015-04-09|3699.85219917|215.855960336|2015-04-10
252|0.2231382187|-21.1799773046|0.162306066|ml|-22.2|HIP 91118|A0Vn|"  (A0Vn + ?; .15"")"|IGRINS|20141014|6500|-22.041|10|-0.5|32.4513306852|Really flat CCF vs. Temperature. Uncertain measurement!|1|n|n|n||simple|2014-10-14|6500.02294232|215.992895|2014-10-15
253|0.2212555081|-21.164938889|0.1648318296|dc|-22.2|HIP 91118|A0Vn|"  (A0Vn + ?; .15"")"|IGRINS|20141014|6500|-22.041|10|-0.5|32.4513306852|Really flat CCF vs. Temperature. Uncertain measurement!|1|n|n|n||simple|2014-10-14|6500.02294232|215.992895|2014-10-15
254|0.1974146351|-21.1270290573|0.1815282159|simple|-22.2|HIP 91118|A0Vn|"  (A0Vn + ?; .15"")"|IGRINS|20141014|6500|-22.041|10|-0.5|32.4513306852|Really flat CCF vs. Temperature. Uncertain measurement!|1|n|n|n||simple|2014-10-14|6500.02294232|215.992895|2014-10-15
255|0.1306081474|-63.3929504362|0.2611757922|ml|-2.36|HIP 93805|B9Vn|  B9Vn|IGRINS|20140714|4000|-63.842|5|-0.5|14.671739365|Confirmed|1|n|Y|Y||simple|2014-07-14|4000.0599082|215.812473914|2014-07-14
256|0.1298693224|-63.3925617061|0.2642343952|dc|-2.36|HIP 93805|B9Vn|  B9Vn|IGRINS|20140714|4000|-63.842|5|-0.5|14.671739365|Confirmed|1|n|Y|Y||simple|2014-07-14|4000.0599082|215.812473914|2014-07-14
257|0.1016385348|-63.6652497091|0.309536322|simple|-2.36|HIP 93805|B9Vn|  B9Vn|IGRINS|20140714|4000|-63.842|5|-0.5|14.671739365|Confirmed|1|n|Y|Y||simple|2014-07-14|4000.0599082|215.812473914|2014-07-14
258|0.1301547686|-52.0536866236|0.32162849|ml|26.82|HIP 93805|B9Vn|  B9Vn|IGRINS|20150426|4200|-51.112|10|-0.5|20.1486888484|Confirmed|1|n|Y|Y||simple|2015-04-26|4200.28426341|215.887603785|2015-04-27
259|0.1298381546|-52.0583907385|0.3230481967|dc|26.82|HIP 93805|B9Vn|  B9Vn|IGRINS|20150426|4200|-51.112|10|-0.5|20.1486888484|Confirmed|1|n|Y|Y||simple|2015-04-26|4200.28426341|215.887603785|2015-04-27
260|0.1143161663|-52.3895262155|0.3513050246|simple|26.82|HIP 93805|B9Vn|  B9Vn|IGRINS|20150426|4200|-51.112|10|-0.5|20.1486888484|Confirmed|1|n|Y|Y||simple|2015-04-26|4200.28426341|215.887603785|2015-04-27
261|0.3159288735|0.7965870388|0.1786843776|ml|3.96|HIP 100221|B9V|  (B9V + ?; 5.298d  e=.04)|IGRINS|20150727|5300|1.678|20|-0.5|26.3987422826|Confirmed? This one looks nice and the other one just looks... weird|2|n|n|n||simple|2015-07-27|5299.83651741|215.929516026|2015-07-27
262|0.3082214006|0.782041421|0.1885717153|dc|3.96|HIP 100221|B9V|  (B9V + ?; 5.298d  e=.04)|IGRINS|20150727|5300|1.678|20|-0.5|26.3987422826|Confirmed? This one looks nice and the other one just looks... weird|2|n|n|n||simple|2015-07-27|5299.83651741|215.929516026|2015-07-27
263|0.2671002022|0.5809679726|0.2149909882|simple|3.96|HIP 100221|B9V|  (B9V + ?; 5.298d  e=.04)|IGRINS|20150727|5300|1.678|20|-0.5|26.3987422826|Confirmed? This one looks nice and the other one just looks... weird|2|n|n|n||simple|2015-07-27|5299.83651741|215.929516026|2015-07-27
264|0.2186680736|4.2901256488|0.173791506|ml|-14.54|HIP 100907|A3V|  (A3V + ?; ?)|IGRINS|20141015|5400|4.012|10|0|29.6573071615|New temperature for known companion. |1|n|n|n||simple|2014-10-15|5399.84172905|215.9793195|2014-10-16
265|0.21564084|4.315418528|0.1786573526|dc|-14.54|HIP 100907|A3V|  (A3V + ?; ?)|IGRINS|20141015|5400|4.012|10|0|29.6573071615|New temperature for known companion. |1|n|n|n||simple|2014-10-15|5399.84172905|215.9793195|2014-10-16
266|0.1881944183|4.4074915405|0.198074944|simple|-14.54|HIP 100907|A3V|  (A3V + ?; ?)|IGRINS|20141015|5400|4.012|10|0|29.6573071615|New temperature for known companion. |1|n|n|n||simple|2014-10-15|5399.84172905|215.9793195|2014-10-16
267|0.3285432555|4.3269538486|0.1053974041|ml|6.29|HIP 100907|A3V|  (A3V + ?; ?)|IGRINS|20150727|5100|3.793|10|-0.5|35.1041095486|Confirmed|1|n|n|n||simple|2015-07-27|5100.07458758|215.873866967|2015-07-27
268|0.3221385885|4.3192139443|0.1099851134|dc|6.29|HIP 100907|A3V|  (A3V + ?; ?)|IGRINS|20150727|5100|3.793|10|-0.5|35.1041095486|Confirmed|1|n|n|n||simple|2015-07-27|5100.07458758|215.873866967|2015-07-27
269|0.2919079615|4.2790352441|0.121250161|simple|6.29|HIP 100907|A3V|  (A3V + ?; ?)|IGRINS|20150727|5100|3.793|10|-0.5|35.1041095486|Confirmed|1|n|n|n||simple|2015-07-27|5100.07458758|215.873866967|2015-07-27
270|0.3118102463|9.1486928255|0.0455600744|ml|26.09|HIP 103298|A5V|  A4V|CHIRON|20150512|4700|9.146|5|-0.5|50.0252321492|Confirmed|1|n|n|Y||simple|2015-05-12|4699.9891251|215.776352646|2015-05-13
271|0.30979919|9.1495785409|0.046051117|dc|26.09|HIP 103298|A5V|  A4V|CHIRON|20150512|4700|9.146|5|-0.5|50.0252321492|Confirmed|1|n|n|Y||simple|2015-05-12|4699.9891251|215.776352646|2015-05-13
272|0.300344372|9.1187175697|0.0464665443|simple|26.09|HIP 103298|A5V|  A4V|CHIRON|20150512|4700|9.146|5|-0.5|50.0252321492|Confirmed|1|n|n|Y||simple|2015-05-12|4699.9891251|215.776352646|2015-05-13
273|0.288753659|9.5647061203|0.1044909463|ml|-23.3|HIP 103298|A5V|  A4V|IGRINS|20141015|4700|9.413|5|-0.5|37.9860148408|Confirmed|1|n|n|Y||simple|2014-10-15|4700.62903215|215.681532994|2014-10-16
274|0.2842220654|9.5577090649|0.1079530554|dc|-23.3|HIP 103298|A5V|  A4V|IGRINS|20141015|4700|9.413|5|-0.5|37.9860148408|Confirmed|1|n|n|Y||simple|2014-10-15|4700.62903215|215.681532994|2014-10-16
275|0.2553463556|9.5022825513|0.1188979501|simple|-23.3|HIP 103298|A5V|  A4V|IGRINS|20141015|4700|9.413|5|-0.5|37.9860148408|Confirmed|1|n|n|Y||simple|2014-10-15|4700.62903215|215.681532994|2014-10-16
276|0.3223016759|8.6783418777|0.0983859791|ml|7.55|HIP 103298|A5V|  A4V|IGRINS|20150727|4700|9.153|5|-0.5|40.0085506129|Confirmed|1|n|n|Y||simple|2015-07-27|4700.66374346|215.590954182|2015-07-27
277|0.3170901576|8.7061695513|0.1015646498|dc|7.55|HIP 103298|A5V|  A4V|IGRINS|20150727|4700|9.153|5|-0.5|40.0085506129|Confirmed|1|n|n|Y||simple|2015-07-27|4700.66374346|215.590954182|2015-07-27
278|0.2937523707|8.8122984312|0.1088237129|simple|7.55|HIP 103298|A5V|  A4V|IGRINS|20150727|4700|9.153|5|-0.5|40.0085506129|Confirmed|1|n|n|Y||simple|2015-07-27|4700.66374346|215.590954182|2015-07-27
279|0.4868932729|31.5466633117|0.054440462|ml|28.6|HIP 109139|B8V|  B9IV-V|CHIRON|20130603|6000|31.359|20|-0.5|58.085930225||1|n|Y|Y||simple|2013-06-03|6000.16014237|215.958998325|2013-06-04
280|0.4708535553|31.6345519937|0.0593935457|dc|28.6|HIP 109139|B8V|  B9IV-V|CHIRON|20130603|6000|31.359|20|-0.5|58.085930225||1|n|Y|Y||simple|2013-06-03|6000.16014237|215.958998325|2013-06-04
281|0.438562044|31.7221032964|0.0648253293|simple|28.6|HIP 109139|B8V|  B9IV-V|CHIRON|20130603|6000|31.359|20|-0.5|58.085930225||1|n|Y|Y||simple|2013-06-03|6000.16014237|215.958998325|2013-06-04
282|0.3753287822|-16.3011035641|0.081177845|ml|0.66|HIP 109139|B8V|  B9IV-V|CHIRON|20130819|5700|-16.57|10|0|56.7779016358|Confirmed|1|n|Y|Y||simple|2013-08-19|5700.63930935|215.943563345|2013-08-20
283|0.3688444898|-16.2966967502|0.0842695606|dc|0.66|HIP 109139|B8V|  B9IV-V|CHIRON|20130819|5700|-16.57|10|0|56.7779016358|Confirmed|1|n|Y|Y||simple|2013-08-19|5700.63930935|215.943563345|2013-08-20
284|0.3446512328|-16.2581471312|0.0894726439|simple|0.66|HIP 109139|B8V|  B9IV-V|CHIRON|20130819|5700|-16.57|10|0|56.7779016358|Confirmed|1|n|Y|Y||simple|2013-08-19|5700.63930935|215.943563345|2013-08-20
285|0.3030271445|-3.6069720375|0.1281289067|ml|-5.25|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|IGRINS|20141014|4600|-5.091|10|0|38.098967978|Confirmed|1|n|n|Y|Observed with sphere, still under proprietary period.|simple|2014-10-14|4599.91202685|215.69781047|2014-10-15
286|0.298484884|-3.5953517767|0.1319267937|dc|-5.25|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|IGRINS|20141014|4600|-5.091|10|0|38.098967978|Confirmed|1|n|n|Y|Observed with sphere, still under proprietary period.|simple|2014-10-14|4599.91202685|215.69781047|2014-10-15
287|0.2654014862|-3.5312284438|0.1453129088|simple|-5.25|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|IGRINS|20141014|4600|-5.091|10|0|38.098967978|Confirmed|1|n|n|Y|Observed with sphere, still under proprietary period.|simple|2014-10-14|4599.91202685|215.69781047|2014-10-15
288|0.2770807002|-3.8528977957|0.1028157006|ml|-6.86|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|TS23|20131021|4600|-11.703|10|0|31.9267903119|Only believable because of the other epochs...|1|n|n|Y||simple|2013-10-21|4600.23290489|215.768614379|2013-10-21
289|0.2710372303|-3.865389878|0.1076189238|dc|-6.86|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|TS23|20131021|4600|-11.703|10|0|31.9267903119|Only believable because of the other epochs...|1|n|n|Y||simple|2013-10-21|4600.23290489|215.768614379|2013-10-21
290|0.2248434626|-4.0581883842|0.1303743553|simple|-6.86|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|TS23|20131021|4600|-11.703|10|0|31.9267903119|Only believable because of the other epochs...|1|n|n|Y||simple|2013-10-21|4600.23290489|215.768614379|2013-10-21
291|0.2808298579|-2.1984987816|0.1003520639|ml|-9.72|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|TS23|20141101|4600|-12.848|10|0|26.4894015682|RV change!|1|n|n|Y||simple|2014-11-01|4599.98553271|215.729577621|2014-11-01
292|0.2742967778|-2.1863410241|0.1055191158|dc|-9.72|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|TS23|20141101|4600|-12.848|10|0|26.4894015682|RV change!|1|n|n|Y||simple|2014-11-01|4599.98553271|215.729577621|2014-11-01
293|0.2243085919|-1.968095595|0.1272289573|simple|-9.72|HIP 109521|A5V|"  ((A5V + ?; ?) + 9.5K0; 73.7"")"|TS23|20141101|4600|-12.848|10|0|26.4894015682|RV change!|1|n|n|Y||simple|2014-11-01|4599.98553271|215.729577621|2014-11-01
294|0.3004424557|4.7905208396|0.0517920131|ml|28.25|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|CHIRON|20140519|5200|3.833|5|-0.5|55.6058659521|Might be the known companion. Confirmed|1|n|n|n||simple|2014-05-19|5199.55739985|215.930979654|2014-05-20
295|0.2987689247|4.7804823702|0.0522955785|dc|28.25|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|CHIRON|20140519|5200|3.833|5|-0.5|55.6058659521|Might be the known companion. Confirmed|1|n|n|n||simple|2014-05-19|5199.55739985|215.930979654|2014-05-20
296|0.2861058296|4.7016694652|0.0541925814|simple|28.25|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|CHIRON|20140519|5200|3.833|5|-0.5|55.6058659521|Might be the known companion. Confirmed|1|n|n|n||simple|2014-05-19|5199.55739985|215.930979654|2014-05-20
297|0.1907420694|2.538513758|0.087775836|ml|28.36|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|CHIRON|20150520|4900|2.533|5|-0.5|37.6326775999|Confirmed|1|n|n|n||simple|2015-05-20|4900.11991651|215.89786817|2015-05-21
298|0.1901460604|2.5380010008|0.0881685514|dc|28.36|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|CHIRON|20150520|4900|2.533|5|-0.5|37.6326775999|Confirmed|1|n|n|n||simple|2015-05-20|4900.11991651|215.89786817|2015-05-21
299|0.1795555826|2.4831987865|0.0904682418|simple|28.36|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|CHIRON|20150520|4900|2.533|5|-0.5|37.6326775999|Confirmed|1|n|n|n||simple|2015-05-20|4900.11991651|215.89786817|2015-05-21
300|0.282865704|-43.5633630139|0.1371339725|ml|-25.08|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|IGRINS|20150727|5100|-43.226|10|0|25.4161352456|Confirmed|1|n|n|n||simple|2015-07-27|5099.90842218|215.999515135|2015-07-27
301|0.2770119468|-43.5114316677|0.1437179676|dc|-25.08|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|IGRINS|20150727|5100|-43.226|10|0|25.4161352456|Confirmed|1|n|n|n||simple|2015-07-27|5099.90842218|215.999515135|2015-07-27
302|0.2396283729|-43.1171245696|0.1637249555|simple|-25.08|HIP 115115|A0V|"  (A0V + 11.2; 1.5"")"|IGRINS|20150727|5100|-43.226|10|0|25.4161352456|Confirmed|1|n|n|n||simple|2015-07-27|5099.90842218|215.999515135|2015-07-27
