star,date,HJD,teff,logg,feh,vsini,addmode,rv_meas,rv_meas_err,ccf,instrument,mcmc_logg,mcmc_rv,mcmc_rv_err,mcmc_teff,mcmc_vsini,filename,o2_rv,o2_rv_err,h2o_rv,h2o_rv_err,name,rv_lit,rv_lit_err,o_RV,eRV,wds_binary,sb9_binary,my_binary,separation,K1,known_binary
HD 23479,2014-10-17,2456947.86974,7000,4.5,0.0,250,ml,3.87616218697,1.66651770555,0.757791520138,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23489,2014-10-17,2456947.88763,9000,4.5,0.0,150,ml,-5.56477665129,1.38261351565,0.850269594285,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23567,2014-10-18,2456948.79106,7000,4.5,0.0,40,ml,7.19197933771,0.264279188788,0.799977628412,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23629,2014-10-18,2456948.81836,10000,4.5,0.0,250,ml,-4.47033148423,1.39433870241,0.866131170385,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23643,2014-10-18,2456948.83116,9000,4.5,0.0,250,ml,1.55525199314,1.24873000277,0.863578703365,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23733,2014-10-18,2456948.842,8000,4.5,0.0,40,ml,1.50366918025,0.480057356012,0.770712892125,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23791,2014-10-18,2456948.87926,7000,4.5,0.0,80,ml,9.05687363184,0.441397337768,0.798252505808,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23863,2014-10-18,2456948.89518,8000,4.5,0.0,150,ml,4.83093957741,1.08843809932,0.83229206839,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23872,2014-10-18,2456948.90996,9000,4.5,0.0,250,ml,-5.96746702012,1.23034903011,0.864875812434,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23886,2014-10-18,2456948.92712,9000,4.5,0.0,150,ml,5.13078120614,1.27104155446,0.832745997297,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HD 23924,2014-10-18,2456948.93581,8000,4.5,0.0,40,ml,4.97881649486,0.2947936295,0.814339833552,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 100221,2015-07-27,2457230.72294,9000,4.5,0.0,150,ml,-8.87085895131,0.839941498835,0.898300396027,IGRINS,,,,,,,0.0,,0.0,,HIP 100221,,,,,0.0,,1.0,,49.7000007629,True
HIP 100907,2014-10-16,2456946.57153,8000,4.5,0.0,150,ml,1.31822063609,0.985293729967,0.873047058738,IGRINS,,,,,,,0.0,,0.0,,HIP 100907,0.4,2.9,1.0,,0.0,0.0,1.0,,,True
HIP 100907,2015-07-27,2457230.67163,8000,4.5,0.0,150,ml,3.6584088244,0.661365409849,0.909750344725,IGRINS,,,,,,,0.0,,0.0,,HIP 100907,0.4,2.9,1.0,,0.0,0.0,1.0,,,True
HIP 101123,2014-10-15,2456945.69911,8000,4.5,0.0,250,ml,-17.2243061311,0.8387352267,0.900075340986,IGRINS,,,,,,,0.0,,0.0,,HIP 101123,-12.4,1.3,2.0,3.0,1.0,0.0,0.0,21.8999996185,,True
HIP 101909,2014-10-15,2456945.60495,17000,4.5,0.0,150,ml,-1.50140251795,1.41816242847,0.797168368371,IGRINS,,,,,,,0.0,,0.0,,HIP 101909,-4.6,1.0,1.0,,1.0,0.0,0.0,5.19999980927,,True
HIP 101909,2014-10-15,2456945.60495,17000,4.5,0.0,150,ml,-1.50140251795,1.41816242847,0.797168368371,IGRINS,,,,,,,0.0,,0.0,,HIP 101909,-4.6,1.0,1.0,,1.0,0.0,0.0,40.0,,True
HIP 101909,2014-10-15,2456945.60495,17000,4.5,0.0,150,ml,-1.50140251795,1.41816242847,0.797168368371,IGRINS,,,,,,,0.0,,0.0,,HIP 101909,-4.6,1.0,1.0,,1.0,0.0,0.0,29.2999992371,,True
HIP 101909,2014-10-15,2456945.60495,17000,4.5,0.0,150,ml,-1.50140251795,1.41816242847,0.797168368371,IGRINS,,,,,,,0.0,,0.0,,HIP 101909,-4.6,1.0,1.0,,1.0,0.0,0.0,21.7000007629,,True
HIP 101909,2015-07-27,2457230.69051,17000,4.5,0.0,150,ml,-9.00941692351,0.997569989335,0.859854834571,IGRINS,,,,,,,0.0,,0.0,,HIP 101909,-4.6,1.0,1.0,,1.0,0.0,0.0,5.19999980927,,True
HIP 101909,2015-07-27,2457230.69051,17000,4.5,0.0,150,ml,-9.00941692351,0.997569989335,0.859854834571,IGRINS,,,,,,,0.0,,0.0,,HIP 101909,-4.6,1.0,1.0,,1.0,0.0,0.0,40.0,,True
HIP 101909,2015-07-27,2457230.69051,17000,4.5,0.0,150,ml,-9.00941692351,0.997569989335,0.859854834571,IGRINS,,,,,,,0.0,,0.0,,HIP 101909,-4.6,1.0,1.0,,1.0,0.0,0.0,29.2999992371,,True
HIP 101909,2015-07-27,2457230.69051,17000,4.5,0.0,150,ml,-9.00941692351,0.997569989335,0.859854834571,IGRINS,,,,,,,0.0,,0.0,,HIP 101909,-4.6,1.0,1.0,,1.0,0.0,0.0,21.7000007629,,True
HIP 102487,2014-07-09,2456847.79855,9000,4.0,0.0,150,ml,-6.43155273293,0.943788996855,0.885002977642,IGRINS,,,,,,,0.0,,0.0,,HIP 102487,18.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 103298,2014-10-16,2456946.5815,8000,4.5,0.0,150,ml,9.20430702811,0.989893316638,0.859965001298,IGRINS,,,,,,,0.0,,0.0,,HIP 103298,2.0,4.3,1.0,,1.0,0.0,1.0,0.20000000298,,True
HIP 103298,2014-10-16,2456946.5815,8000,4.5,0.0,150,ml,9.20430702811,0.989893316638,0.859965001298,IGRINS,,,,,,,0.0,,0.0,,HIP 103298,2.0,4.3,1.0,,1.0,0.0,1.0,34.4000015259,,True
HIP 103298,2015-07-27,2457230.70268,8000,4.5,0.0,150,ml,13.3213361148,0.727793147257,0.895925402809,IGRINS,,,,,,,0.0,,0.0,,HIP 103298,2.0,4.3,1.0,,1.0,0.0,1.0,0.20000000298,,True
HIP 103298,2015-07-27,2457230.70268,8000,4.5,0.0,150,ml,13.3213361148,0.727793147257,0.895925402809,IGRINS,,,,,,,0.0,,0.0,,HIP 103298,2.0,4.3,1.0,,1.0,0.0,1.0,34.4000015259,,True
HIP 104105,2014-10-15,2456945.68835,14000,4.5,0.0,250,ml,-26.6365623884,1.03797068425,0.891007562959,IGRINS,,,,,,,0.0,,0.0,,HIP 104105,-22.5,3.6,1.0,,0.0,0.0,0.0,,,False
HIP 104365,2014-07-09,2456847.80881,15000,4.5,0.0,250,ml,-50.1215441703,1.18309169787,0.883623464982,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,9.5,,True
HIP 104365,2014-07-09,2456847.80881,15000,4.5,0.0,250,ml,-50.1215441703,1.18309169787,0.883623464982,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,9.60000038147,,True
HIP 104365,2014-07-09,2456847.80881,15000,4.5,0.0,250,ml,-50.1215441703,1.18309169787,0.883623464982,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,13.1000003815,,True
HIP 104365,2014-07-09,2456847.80881,15000,4.5,0.0,250,ml,-50.1215441703,1.18309169787,0.883623464982,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,69.6999969482,,True
HIP 104365,2014-07-09,2456847.80881,15000,4.5,0.0,250,ml,-50.1215441703,1.18309169787,0.883623464982,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,35.7999992371,,True
HIP 104365,2014-07-09,2456847.80881,15000,4.5,0.0,250,ml,-50.1215441703,1.18309169787,0.883623464982,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,18.0,,True
HIP 104365,2015-08-03,2457237.82404,9000,4.5,0.0,250,ml,-22.9713777331,0.797946622868,0.922231915207,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,9.5,,True
HIP 104365,2015-08-03,2457237.82404,9000,4.5,0.0,250,ml,-22.9713777331,0.797946622868,0.922231915207,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,9.60000038147,,True
HIP 104365,2015-08-03,2457237.82404,9000,4.5,0.0,250,ml,-22.9713777331,0.797946622868,0.922231915207,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,13.1000003815,,True
HIP 104365,2015-08-03,2457237.82404,9000,4.5,0.0,250,ml,-22.9713777331,0.797946622868,0.922231915207,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,69.6999969482,,True
HIP 104365,2015-08-03,2457237.82404,9000,4.5,0.0,250,ml,-22.9713777331,0.797946622868,0.922231915207,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,35.7999992371,,True
HIP 104365,2015-08-03,2457237.82404,9000,4.5,0.0,250,ml,-22.9713777331,0.797946622868,0.922231915207,IGRINS,,,,,,,0.0,,0.0,,HIP 104365,-12.0,3.2,1.0,,1.0,0.0,0.0,18.0,,True
HIP 105891,2014-10-16,2456946.59475,15000,4.5,0.0,250,ml,-36.269253287,1.6473679672,0.826192787553,IGRINS,,,,,,,0.0,,0.0,,HIP 105891,-30.3,1.4,1.0,,0.0,0.0,0.0,,,False
HIP 106786,2014-10-15,2456945.63743,8000,4.0,0.0,150,ml,-21.0346613915,0.619500238934,0.903725012112,IGRINS,,,,,,,0.0,,0.0,,HIP 106786,,,,,1.0,,1.0,0.0,11.3000001907,True
HIP 106786,2014-10-15,2456945.63743,8000,4.0,0.0,150,ml,-21.0346613915,0.619500238934,0.903725012112,IGRINS,,,,,,,0.0,,0.0,,HIP 106786,,,,,1.0,,1.0,376.0,11.3000001907,True
HIP 10732,2014-10-15,2456945.8232,9000,4.0,0.0,250,ml,-3.86945851663,0.894258117943,0.915384857997,IGRINS,,,,,,,0.0,,0.0,,HIP 10732,2.3,0.8,2.0,0.5,0.0,0.0,1.0,,,True
HIP 10732,2015-03-02,2457083.55507,9000,4.0,0.0,250,ml,4.63810027698,1.15269777428,0.876476908178,IGRINS,,,,,,,0.0,,0.0,,HIP 10732,2.3,0.8,2.0,0.5,0.0,0.0,1.0,,,True
HIP 108339,2014-10-15,2456945.64662,9000,4.0,0.0,250,ml,-4.01638732669,0.826668335928,0.922755709369,IGRINS,,,,,,,0.0,,0.0,,HIP 108339,10.3,3.5,1.0,,0.0,0.0,0.0,,,False
HIP 109056,2014-10-15,2456945.65647,11000,4.5,0.0,250,ml,-33.1054268275,1.12708280675,0.895953256513,IGRINS,,,,,,,0.0,,0.0,,HIP 109056,-16.5,2.5,1.0,,0.0,0.0,0.0,,,False
HIP 109056,2014-10-16,2456946.65435,11000,4.5,0.0,250,ml,-39.9527996505,1.41813439855,0.867006373124,IGRINS,,,,,,,0.0,,0.0,,HIP 109056,-16.5,2.5,1.0,,0.0,0.0,0.0,,,False
HIP 109056,2014-10-17,2456947.56874,11000,4.5,0.0,250,ml,-27.9903296136,1.38272505973,0.87242222594,IGRINS,,,,,,,0.0,,0.0,,HIP 109056,-16.5,2.5,1.0,,0.0,0.0,0.0,,,False
HIP 109056,2014-10-18,2456948.56269,11000,4.5,0.0,250,ml,-28.1584205454,1.12036621077,0.889210894719,IGRINS,,,,,,,0.0,,0.0,,HIP 109056,-16.5,2.5,1.0,,0.0,0.0,0.0,,,False
HIP 109521,2014-10-15,2456945.67533,8000,4.5,0.0,150,ml,-9.2585523332,0.75177245685,0.897880719766,IGRINS,,,,,,,0.0,,0.0,,HIP 109521,-10.7,2.9,1.0,,1.0,0.0,1.0,36.7999992371,,True
HIP 109521,2014-10-15,2456945.67533,8000,4.5,0.0,150,ml,-9.2585523332,0.75177245685,0.897880719766,IGRINS,,,,,,,0.0,,0.0,,HIP 109521,-10.7,2.9,1.0,,1.0,0.0,1.0,62.4000015259,,True
HIP 109521,2014-10-15,2456945.67533,8000,4.5,0.0,150,ml,-9.2585523332,0.75177245685,0.897880719766,IGRINS,,,,,,,0.0,,0.0,,HIP 109521,-10.7,2.9,1.0,,1.0,0.0,1.0,73.5999984741,,True
HIP 109521,2014-10-15,2456945.67533,8000,4.5,0.0,150,ml,-9.2585523332,0.75177245685,0.897880719766,IGRINS,,,,,,,0.0,,0.0,,HIP 109521,-10.7,2.9,1.0,,1.0,0.0,1.0,10.0,,True
HIP 109831,2014-10-15,2456945.66595,9000,4.5,0.0,250,ml,-29.5113649346,1.00860543948,0.906228744117,IGRINS,,,,,,,0.0,,0.0,,HIP 109831,-30.7,3.1,2.0,0.8,0.0,0.0,0.0,,,False
HIP 109831,2015-08-03,2457237.77251,11000,4.5,0.0,250,ml,-22.0931244453,0.675725763202,0.928318198209,IGRINS,,,,,,,0.0,,0.0,,HIP 109831,-30.7,3.1,2.0,0.8,0.0,0.0,0.0,,,False
HIP 109831,2015-09-23,2457288.73137,14000,4.5,0.0,250,ml,-60.6280540584,0.951869067345,0.903932593351,IGRINS,,,,,,,0.0,,0.0,,HIP 109831,-30.7,3.1,2.0,0.8,0.0,0.0,0.0,,,False
HIP 111056,2014-10-15,2456945.76104,9000,4.5,0.0,150,ml,1.59526166329,0.727079905988,0.91484606359,IGRINS,,,,,,,0.0,,0.0,,HIP 111056,2.8,2.4,1.0,,0.0,0.0,1.0,,,True
HIP 111056,2015-09-23,2457288.79555,9000,4.5,0.0,150,ml,-0.179281583612,0.738964258068,0.90263035091,IGRINS,,,,,,,0.0,,0.0,,HIP 111056,2.8,2.4,1.0,,0.0,0.0,1.0,,,True
HIP 115115,2015-07-27,2457230.95364,9000,4.5,0.0,150,ml,-61.2435037338,1.00186528447,0.890099577396,IGRINS,,,,,,,0.0,,0.0,,HIP 115115,,,,,1.0,0.0,1.0,1.39999997616,,True
HIP 115115,2015-07-27,2457230.95364,9000,4.5,0.0,150,ml,-61.2435037338,1.00186528447,0.890099577396,IGRINS,,,,,,,0.0,,0.0,,HIP 115115,,,,,1.0,0.0,1.0,131.199996948,,True
HIP 116247,2015-08-03,2457237.93687,9000,4.0,0.0,250,ml,2.03198258889,0.692090928293,0.926645578394,IGRINS,,,,,,,0.0,,0.0,,HIP 116247,15.0,4.2,1.0,,1.0,0.0,0.0,1.0,,True
HIP 116611,2014-10-16,2456946.60908,9000,4.5,0.0,250,ml,3.05384151603,1.14182837488,0.891136832468,IGRINS,,,,,,,0.0,,0.0,,HIP 116611,-3.0,4.2,1.0,,1.0,,0.0,0.899999976158,26.8999996185,True
HIP 116611,2014-10-16,2456946.60908,9000,4.5,0.0,250,ml,3.05384151603,1.14182837488,0.891136832468,IGRINS,,,,,,,0.0,,0.0,,HIP 116611,-3.0,4.2,1.0,,1.0,,0.0,0.899999976158,25.1900005341,True
HIP 116611,2014-10-16,2456946.60908,9000,4.5,0.0,250,ml,3.05384151603,1.14182837488,0.891136832468,IGRINS,,,,,,,0.0,,0.0,,HIP 116611,-3.0,4.2,1.0,,1.0,,0.0,27.5,26.8999996185,True
HIP 116611,2014-10-16,2456946.60908,9000,4.5,0.0,250,ml,3.05384151603,1.14182837488,0.891136832468,IGRINS,,,,,,,0.0,,0.0,,HIP 116611,-3.0,4.2,1.0,,1.0,,0.0,27.5,25.1900005341,True
HIP 116631,2014-10-16,2456946.78098,14000,3.5,0.0,150,ml,8.82381076738,0.595071186772,0.92143742276,IGRINS,,,,,,,0.0,,0.0,,HIP 116631,-0.5,2.7,1.0,,0.0,0.0,0.0,,,False
HIP 116631,2015-09-23,2457288.80318,11000,3.5,0.0,80,ml,6.04121248676,0.465464431553,0.935457189755,IGRINS,,,,,,,0.0,,0.0,,HIP 116631,-0.5,2.7,1.0,,0.0,0.0,0.0,,,False
HIP 117089,2015-08-03,2457237.9481,9000,4.5,0.0,250,ml,6.89678757118,0.839059556789,0.914045125087,IGRINS,,,,,,,0.0,,0.0,,HIP 117089,16.0,3.7,1.0,,0.0,0.0,1.0,,,True
HIP 117089,2015-09-23,2457288.81155,9000,4.5,0.0,250,ml,-7.2927572839,1.14903723375,0.88096128834,IGRINS,,,,,,,0.0,,0.0,,HIP 117089,16.0,3.7,1.0,,0.0,0.0,1.0,,,True
HIP 118243,2014-10-15,2456945.73018,19000,4.0,0.0,150,ml,-18.6833009941,1.08431142113,0.798784782456,IGRINS,,,,,,,0.0,,0.0,,HIP 118243,-12.6,2.8,1.0,,1.0,0.0,0.0,3.09999990463,,True
HIP 118243,2014-10-15,2456945.73018,19000,4.0,0.0,150,ml,-18.6833009941,1.08431142113,0.798784782456,IGRINS,,,,,,,0.0,,0.0,,HIP 118243,-12.6,2.8,1.0,,1.0,0.0,0.0,105.699996948,,True
HIP 118243,2014-10-15,2456945.73018,19000,4.0,0.0,150,ml,-18.6833009941,1.08431142113,0.798784782456,IGRINS,,,,,,,0.0,,0.0,,HIP 118243,-12.6,2.8,1.0,,1.0,0.0,0.0,106.5,,True
HIP 12332,2014-10-17,2456947.78871,8000,4.0,0.0,150,ml,2.15262592475,0.674784629007,0.899604751071,IGRINS,,,,,,,0.0,,0.0,,HIP 12332,8.0,4.2,1.0,,0.0,0.0,1.0,,,True
HIP 12706,2014-10-16,2456946.83985,9000,4.5,0.0,150,ml,-13.8962521285,0.950628879334,0.899742043312,IGRINS,,,,,,,0.0,,0.0,,HIP 12706,-4.9,0.9,2.0,0.2,1.0,0.0,1.0,1.89999997616,,True
HIP 12706,2014-10-16,2456946.83985,9000,4.5,0.0,150,ml,-13.8962521285,0.950628879334,0.899742043312,IGRINS,,,,,,,0.0,,0.0,,HIP 12706,-4.9,0.9,2.0,0.2,1.0,0.0,1.0,843.099975586,,True
HIP 12803,2014-10-17,2456947.79962,11000,4.5,0.0,250,ml,2.70866161305,1.21806326643,0.877247409951,IGRINS,,,,,,,0.0,,0.0,,HIP 12803,-2.4,3.3,2.0,7.9,0.0,0.0,0.0,,,False
HIP 12803,2015-08-06,2457240.94837,9000,4.0,0.0,250,ml,12.928027974,1.1241024592,0.882297596707,IGRINS,,,,,,,0.0,,0.0,,HIP 12803,-2.4,3.3,2.0,7.9,0.0,0.0,0.0,,,False
HIP 13879,2014-10-15,2456945.79422,8000,3.5,0.0,250,ml,14.410421436,0.590344136418,0.938114288697,IGRINS,,,,,,,0.0,,0.0,,HIP 13879,14.2,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 14764,2014-10-16,2456946.80379,16000,4.5,0.0,250,ml,-17.1066643788,1.4324039884,0.8624561949,IGRINS,,,,,,,0.0,,0.0,,HIP 14764,0.5,4.3,1.0,,0.0,0.0,1.0,,,True
HIP 14862,2014-10-15,2456945.86457,9000,4.5,0.0,250,ml,3.74575272397,0.770312574816,0.925553833235,IGRINS,,,,,,,0.0,,0.0,,HIP 14862,11.9,3.1,1.0,,0.0,0.0,0.0,,,False
HIP 14862,2015-03-03,2457084.60298,9000,4.5,0.0,250,ml,-0.652305108614,0.976428822393,0.894671594605,IGRINS,,,,,,,0.0,,0.0,,HIP 14862,11.9,3.1,1.0,,0.0,0.0,0.0,,,False
HIP 15110,2014-10-16,2456946.82972,10000,4.0,0.0,150,ml,-1.75249367804,0.759165691601,0.917532388833,IGRINS,,,,,,,0.0,,0.0,,HIP 15110,,,,,1.0,0.0,0.0,2.0,,True
HIP 16210,2014-10-15,2456945.84362,14000,4.5,0.0,250,ml,-313.253010818,5.92460186723,0.619218932101,IGRINS,,,,,,,0.0,,0.0,,HIP 16210,-3.3,1.2,2.0,1.3,0.0,0.0,0.0,,,False
HIP 16244,2014-10-15,2456945.83394,16000,4.0,0.0,250,ml,-4.73150524361,1.10124630561,0.871122448661,IGRINS,,,,,,,0.0,,0.0,,HIP 16244,-3.5,0.9,2.0,0.1,1.0,0.0,1.0,0.600000023842,,True
HIP 16322,2014-10-16,2456946.81956,9000,4.0,0.0,250,ml,-3.65976272412,0.956376292286,0.906047761742,IGRINS,,,,,,,0.0,,0.0,,HIP 16322,0.6,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 16599,2014-10-15,2456945.85374,9000,4.0,0.0,250,ml,-14.3587892717,0.851969847294,0.908290740419,IGRINS,,,,,,,0.0,,0.0,,HIP 16599,-6.5,1.5,1.0,,0.0,0.0,0.0,,,False
HIP 16611,2014-10-16,2456946.8494,10000,4.5,0.0,250,ml,18.7775668097,1.19523924643,0.901085492836,IGRINS,,,,,,,0.0,,0.0,,HIP 16611,,,,,0.0,,1.0,,107.0,True
HIP 17527,2014-10-17,2456947.81504,11000,4.0,0.0,250,ml,1.64742304701,1.51440052518,0.838550792279,IGRINS,,,,,,,0.0,,0.0,,HIP 17527,4.8,0.8,3.0,8.4,1.0,0.0,0.0,73.0,,True
HIP 17527,2014-10-17,2456947.81504,11000,4.0,0.0,250,ml,1.64742304701,1.51440052518,0.838550792279,IGRINS,,,,,,,0.0,,0.0,,HIP 17527,4.8,0.8,3.0,8.4,1.0,0.0,0.0,151.5,,True
HIP 17531,2014-10-17,2456947.82568,14000,3.5,0.0,150,ml,3.14697951307,0.903529838175,0.863694110532,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17579,2014-10-17,2456947.84978,9000,4.0,0.0,250,ml,-15.1616560917,1.41345985152,0.850457045279,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17588,2014-10-17,2456947.86037,10000,4.5,0.0,250,ml,-3.92119517549,1.50288943178,0.851873340292,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17608,2014-10-17,2456947.87792,14000,3.5,0.0,250,ml,-1.75156673731,1.06515878094,0.866778436924,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17664,2014-10-17,2456947.89489,9000,4.5,0.0,250,ml,-13.2474218145,2.12273037103,0.795384997664,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17692,2014-10-18,2456948.80093,9000,4.5,0.0,250,ml,-6.47970681731,1.1676041331,0.883977456017,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17776,2014-10-18,2456948.85326,10000,4.5,0.0,150,ml,24.3349003059,2.3775774734,0.672069132634,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17791,2014-10-18,2456948.86692,9000,4.5,0.0,150,ml,-2.72990835911,1.26468603366,0.847526957166,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17851,2014-10-18,2456948.88622,19000,3.5,0.0,10,ml,1.34891580725,0.962791457779,0.578110585318,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17862,2014-10-18,2456948.91741,10000,4.5,0.0,250,ml,1.04381802948,1.33446280786,0.864081575859,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 17999,2014-10-18,2456948.9429,9000,4.5,0.0,80,ml,5.08937823312,1.09991190391,0.815943227645,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 19949,2014-10-15,2456945.89801,9000,3.5,0.0,250,ml,-12.0000220469,0.691231105282,0.924869856487,IGRINS,,,,,,,0.0,,0.0,,HIP 19949,-3.0,3.1,1.0,,1.0,0.0,1.0,13.6999998093,,True
HIP 19949,2015-03-03,2457084.62658,9000,4.5,0.0,150,ml,22.1749594236,3.8664062554,0.542200456324,IGRINS,,,,,,,0.0,,0.0,,HIP 19949,-3.0,3.1,1.0,,1.0,0.0,1.0,13.6999998093,,True
HIP 20380,2014-10-15,2456945.88731,8000,4.0,0.0,150,ml,-1.79727147688,0.779884388547,0.882259037366,IGRINS,,,,,,,0.0,,0.0,,HIP 20380,-13.0,5.0,1.0,,0.0,0.0,1.0,,,True
HIP 20380,2015-03-03,2457084.66501,16000,4.5,0.0,10,ml,0.0357138575904,0.663815774373,0.433568310143,IGRINS,,,,,,,0.0,,0.0,,HIP 20380,-13.0,5.0,1.0,,0.0,0.0,1.0,,,True
HIP 20542,2014-10-17,2456947.93591,8000,4.5,0.0,40,ml,37.943503607,0.310294929352,0.8550359849,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 20648,2014-10-17,2456947.94573,9000,4.5,0.0,10,ml,39.5531255622,0.121020164338,0.856054060054,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 20711,2014-10-17,2456947.92509,7000,4.0,0.0,250,ml,36.1187726082,0.937175477609,0.855113569605,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 20789,2014-10-16,2456946.85886,15000,4.5,0.0,250,ml,-6.36293081759,1.85723069561,0.814171098834,IGRINS,,,,,,,0.0,,0.0,,HIP 20789,7.3,2.6,1.0,,1.0,0.0,0.0,0.10000000149,,True
HIP 21029,2014-10-18,2456948.95211,8000,4.5,0.0,80,ml,39.1191425849,0.415410749267,0.899345074148,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 21589,2014-10-18,2456948.95711,8000,4.5,0.0,80,ml,43.1075887353,0.448150585401,0.900322413909,IGRINS,,,,,,,0.0,,0.0,,HIP 21589,40.3,1.0,2.0,5.0,1.0,0.0,1.0,0.0,,True
HIP 21589,2014-10-18,2456948.95711,8000,4.5,0.0,80,ml,43.1075887353,0.448150585401,0.900322413909,IGRINS,,,,,,,0.0,,0.0,,HIP 21589,40.3,1.0,2.0,5.0,1.0,0.0,1.0,52.2000007629,,True
HIP 21589,2014-10-18,2456948.95711,8000,4.5,0.0,80,ml,43.1075887353,0.448150585401,0.900322413909,IGRINS,,,,,,,0.0,,0.0,,HIP 21589,40.3,1.0,2.0,5.0,1.0,0.0,1.0,123.099998474,,True
HIP 21670,2014-10-18,2456948.96228,7000,4.5,0.0,80,ml,42.2992970187,0.320244827945,0.871133014092,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 21683,2014-10-18,2456948.97649,8000,4.5,0.0,150,ml,50.6040765893,1.0210499936,0.829590180875,IGRINS,,,,,,,0.0,,0.0,,HIP 21683,40.8,1.2,2.0,4.6,1.0,0.0,0.0,444.0,,True
HIP 22028,2014-10-17,2456947.90416,9000,4.0,0.0,250,ml,8.53133896776,0.973495315554,0.892581087348,IGRINS,,,,,,,0.0,,0.0,,HIP 22028,12.8,0.8,2.0,7.8,0.0,0.0,0.0,,,False
HIP 22833,2014-10-16,2456946.86841,8000,4.5,0.0,150,ml,-8.70093752456,0.74095570473,0.900049498487,IGRINS,,,,,,,0.0,,0.0,,HIP 22833,,,,,1.0,0.0,1.0,0.20000000298,,True
HIP 23362,2014-10-16,2456946.93487,10000,4.5,0.0,250,ml,14.4886397176,1.2746335774,0.891891131458,IGRINS,,,,,,,0.0,,0.0,,HIP 23362,24.2,2.8,1.0,,0.0,0.0,1.0,,,True
HIP 23375,2014-10-17,2456947.83916,7000,4.5,0.0,80,ml,10.5715232912,0.856409930833,0.683561168133,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
HIP 23629,2014-10-18,2456948.80888,9000,4.0,0.0,250,ml,7.48597813729,1.93859092133,0.828579947729,IGRINS,,,,,,,0.0,,0.0,,,,,,,,,,,,False
