star,date,HJD,teff,logg,feh,vsini,addmode,rv_meas,rv_meas_err,ccf,instrument,mcmc_logg,mcmc_rv,mcmc_rv_err,mcmc_teff,mcmc_vsini,filename,o2_rv,o2_rv_err,h2o_rv,h2o_rv_err,name,rv_lit,rv_lit_err,o_RV,eRV,wds_binary,sb9_binary,my_binary,separation,K1,known_binary
HIP 114822,2014-08-17,2456886.68408,9000,4.0,0.0,150,ml,13.4741758368,0.119952843711,0.957767568787,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140816/HIP_114822.fits,-0.193282214264,0.0194302525089,0.0646969709635,0.0168334118691,HIP 114822,15.1,0.8,2.0,4.1,0.0,0.0,0.0,,,False
HIP 115115,2014-05-20,2456797.86969,10000,4.5,0.0,150,ml,-3.74544485872,0.171836271692,0.910270633533,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140519/HIP_115115.fits,-0.215962934832,0.0189865411883,0.0683594030452,0.0124981187206,HIP 115115,,,,,1.0,0.0,1.0,1.39999997616,,True
HIP 115115,2014-05-20,2456797.86969,10000,4.5,0.0,150,ml,-3.74544485872,0.171836271692,0.910270633533,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140519/HIP_115115.fits,-0.215962934832,0.0189865411883,0.0683594030452,0.0124981187206,HIP 115115,,,,,1.0,0.0,1.0,131.199996948,,True
HIP 115115,2015-05-21,2457163.90166,10000,4.0,0.0,150,ml,-4.52042954704,0.207669344807,0.874569481497,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20150520/HIP_115115.fits,-0.184064268086,0.00892350459985,0.0656832649712,0.00688955745367,HIP 115115,,,,,1.0,0.0,1.0,1.39999997616,,True
HIP 115115,2015-05-21,2457163.90166,10000,4.0,0.0,150,ml,-4.52042954704,0.207669344807,0.874569481497,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20150520/HIP_115115.fits,-0.184064268086,0.00892350459985,0.0656832649712,0.00688955745367,HIP 115115,,,,,1.0,0.0,1.0,131.199996948,,True
HIP 116247,2013-06-20,2456463.89431,9000,3.5,0.0,225,ml,14.1256308106,0.257830092293,0.918044392572,CHIRON,3.60032530694,9.05241716544,0.139888235919,9692.55933901,232.376305365,/home/kgullikson/School/Research/CHIRON_data/20130619/HIP_116247.fits,-0.58564053488,0.00601902556796,0.0498337999326,0.0222148353511,HIP 116247,15.0,4.2,1.0,,1.0,0.0,0.0,1.0,,True
HIP 116971,2013-07-14,2456487.88433,11000,4.5,0.0,150,ml,-2.84649784705,0.178201333923,0.901687720369,CHIRON,4.23418179606,-4.19691783282,0.131895294078,10508.8824261,168.05688598,/home/kgullikson/School/Research/CHIRON_data/20130713/HIP_116971.fits,-0.572581774897,0.00660782800674,0.0324036943541,0.0052283651264,HIP 116971,3.2,2.3,2.0,2.5,1.0,0.0,0.0,5.5,,True
HIP 116971,2013-09-20,2456555.56752,10000,4.0,0.0,150,ml,-1.05792399303,0.200432316878,0.892495870669,CHIRON,4.06915026502,-3.76548348176,0.147553718537,10159.5834357,175.833464874,/home/kgullikson/School/Research/CHIRON_data/20130919/HIP_116971.fits,-0.593566054325,0.015407686459,0.014609994952,0.0252157822746,HIP 116971,3.2,2.3,2.0,2.5,1.0,0.0,0.0,5.5,,True
HIP 116971,2014-07-31,2456869.76853,11000,3.5,0.0,150,ml,2.58372753998,0.947500677722,0.462149704062,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140730/HIP_116971.fits,-0.0778845123237,0.111244319688,0.20185329739,0.0760618645864,HIP 116971,3.2,2.3,2.0,2.5,1.0,0.0,0.0,5.5,,True
HIP 116971,2014-10-06,2456936.73362,10000,4.0,0.0,150,ml,-0.639071096021,0.187967871334,0.906303690357,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141005/HIP_116971.fits,-0.186369531919,0.00377505850884,0.0548596756536,0.00800654075459,HIP 116971,3.2,2.3,2.0,2.5,1.0,0.0,0.0,5.5,,True
HIP 117089,2013-08-09,2456513.86447,12000,4.5,0.0,275,ml,10.5782429123,0.600611039431,0.844537540132,CHIRON,3.68940462946,-7.58180591883,0.326441243312,11287.006911,376.170274035,/home/kgullikson/School/Research/CHIRON_data/20130808/HIP_117089.fits,-0.47408834864,0.00569604888914,-0.0771131279188,0.0116096436452,HIP 117089,16.0,3.7,1.0,,0.0,0.0,1.0,,,True
HIP 117452,2013-06-26,2456469.90173,10000,4.5,0.0,275,ml,8.55586599095,0.478289177708,0.823634647622,CHIRON,4.1398906848,-16.75556236,0.444770422794,9828.11700963,399.986594631,/home/kgullikson/School/Research/CHIRON_data/20130625/HIP_117452.fits,-0.557883819043,0.00318378490614,0.11138580156,0.00410570267837,HIP 117452,8.7,2.0,1.0,,1.0,0.0,1.0,3.59999990463,,True
HIP 117452,2013-06-26,2456469.90173,10000,4.5,0.0,275,ml,8.55586599095,0.478289177708,0.823634647622,CHIRON,4.1398906848,-16.75556236,0.444770422794,9828.11700963,399.986594631,/home/kgullikson/School/Research/CHIRON_data/20130625/HIP_117452.fits,-0.557883819043,0.00318378490614,0.11138580156,0.00410570267837,HIP 117452,8.7,2.0,1.0,,1.0,0.0,1.0,73.8000030518,,True
HIP 117452,2013-06-26,2456469.90173,10000,4.5,0.0,275,ml,8.55586599095,0.478289177708,0.823634647622,CHIRON,4.1398906848,-16.75556236,0.444770422794,9828.11700963,399.986594631,/home/kgullikson/School/Research/CHIRON_data/20130625/HIP_117452.fits,-0.557883819043,0.00318378490614,0.11138580156,0.00410570267837,HIP 117452,8.7,2.0,1.0,,1.0,0.0,1.0,0.20000000298,,True
HIP 118121,2014-05-18,2456795.86439,9000,4.0,0.0,200,ml,8.29552046546,0.173451514249,0.945698303926,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140517/HIP_118121.fits,-0.212752927301,0.00256981238989,0.0692805395401,0.00227070278374,HIP 118121,,,,,1.0,0.0,0.0,13.0,,True
HIP 118121,2014-05-18,2456795.86439,9000,4.0,0.0,200,ml,8.29552046546,0.173451514249,0.945698303926,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140517/HIP_118121.fits,-0.212752927301,0.00256981238989,0.0692805395401,0.00227070278374,HIP 118121,,,,,1.0,0.0,0.0,12.1999998093,,True
HIP 118121,2014-05-18,2456795.86439,9000,4.0,0.0,200,ml,8.29552046546,0.173451514249,0.945698303926,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140517/HIP_118121.fits,-0.212752927301,0.00256981238989,0.0692805395401,0.00227070278374,HIP 118121,,,,,1.0,0.0,0.0,0.800000011921,,True
HIP 1191,2013-09-17,2456552.60211,12000,4.5,0.0,125,ml,18.5951982108,0.17547469023,0.877819372344,CHIRON,4.0799314332,15.7543042892,0.186696989376,11431.0085852,148.289011211,/home/kgullikson/School/Research/CHIRON_data/20130916/HIP_1191.fits,-0.590348505902,0.00541930533176,0.00557586884424,0.0177571856431,HIP 1191,19.9,0.8,3.0,8.6,0.0,0.0,0.0,,,False
HIP 13202,2014-09-10,2456910.82894,9000,3.5,0.0,175,ml,24.0683832926,0.239852610038,0.933788804704,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140909/HIP_13202.fits,-0.206702941617,0.00706186740195,0.0403883992199,0.012549034808,HIP 13202,24.0,4.2,1.0,,0.0,0.0,0.0,,,False
HIP 13717,2014-09-17,2456917.82952,9000,4.0,0.0,250,ml,-15.3994180211,0.235614183358,0.942230715474,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140916/HIP_13717.fits,-0.151971844042,0.0184148203031,0.093335556213,0.0198362908765,HIP 13717,-10.7,0.9,3.0,4.0,0.0,0.0,0.0,,,False
HIP 13717,2014-11-09,2456970.75968,9000,4.0,0.0,250,ml,-16.1063944914,0.234033412833,0.943191025018,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141108/HIP_13717.fits,-0.156732145252,0.00959995097633,0.113103686045,0.00601892534132,HIP 13717,-10.7,0.9,3.0,4.0,0.0,0.0,0.0,,,False
HIP 14293,2014-09-19,2456919.88968,8000,4.0,0.0,200,ml,13.526724544,0.208812657764,0.936751311918,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140918/HIP_14293.fits,-0.153660617146,0.0163815329375,0.0984714098532,0.0105647569457,HIP 14293,15.0,4.2,1.0,,0.0,0.0,0.0,,,False
HIP 16285,2014-10-03,2456933.8471,8000,4.0,0.0,250,ml,0.443130876602,0.211083566177,0.954675304246,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141002/HIP_16285.fits,-0.128981803313,0.0132301791755,0.122731083988,0.0162667702002,HIP 16285,12.0,4.3,1.0,,1.0,0.0,0.0,5.19999980927,,True
HIP 16322,2014-10-14,2456944.7235,10000,4.0,0.0,250,ml,1.70915031763,0.322980798032,0.887614994077,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141013/HIP_16322.fits,-0.240457453383,0.0201075841544,0.0388396054351,0.0180513963429,HIP 16322,0.6,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 1647,2013-08-06,2456510.73922,10000,3.5,0.0,250,ml,-1.77062100243,0.266974648457,0.906339881723,CHIRON,4.03930524127,-4.90847399155,0.196754340585,10471.5496,278.861173754,/home/kgullikson/School/Research/CHIRON_data/20130805/HIP_1647.fits,-0.493596070079,0.00523319070414,-0.0681269843568,0.00722486854209,HIP 1647,10.5,2.6,2.0,5.9,1.0,0.0,0.0,2.29999995232,,True
HIP 16611,2013-08-18,2456522.88359,11000,3.5,0.0,80,ml,-115.885607168,0.308417535442,0.649104145947,CHIRON,3.77445819027,-10.5535941235,0.258034468392,11498.5715999,272.220067267,/home/kgullikson/School/Research/CHIRON_data/20130817/HIP_16611.fits,-0.491675001468,0.00413252224677,-0.0227702815933,0.00530168130592,HIP 16611,,,,,0.0,,1.0,,107.0,True
HIP 17457,2013-08-27,2456531.82361,14000,4.5,0.0,175,ml,16.3153985246,0.271846812758,0.859143346385,CHIRON,4.05666786354,10.4315788999,0.150851124099,13580.042187,220.534578625,/home/kgullikson/School/Research/CHIRON_data/20130826/HIP_17457.fits,-0.491323381356,0.00671012515007,-0.0486987769805,0.00343732443226,HIP 17457,,,,,0.0,0.0,0.0,,,False
HIP 17563,2013-09-03,2456538.82518,18000,4.5,0.0,100,ml,14.2954832461,0.23491967928,0.801757563898,CHIRON,4.21529933286,9.25319419953,0.0710571181611,16991.3718444,120.367629557,/home/kgullikson/School/Research/CHIRON_data/20130902/HIP_17563.fits,-0.50697243202,0.0045902943152,-0.0412813937199,0.00416658832561,HIP 17563,10.6,2.2,1.0,,1.0,,1.0,65.5999984741,23.0,True
HIP 17563,2013-09-03,2456538.82518,18000,4.5,0.0,100,ml,14.2954832461,0.23491967928,0.801757563898,CHIRON,4.21529933286,9.25319419953,0.0710571181611,16991.3718444,120.367629557,/home/kgullikson/School/Research/CHIRON_data/20130902/HIP_17563.fits,-0.50697243202,0.0045902943152,-0.0412813937199,0.00416658832561,HIP 17563,10.6,2.2,1.0,,1.0,,1.0,65.5999984741,26.7999992371,True
HIP 18788,2013-08-31,2456535.80747,15000,4.5,0.0,80,ml,16.2187524435,0.184385871725,0.794861175823,CHIRON,4.43338265702,15.709002098,0.132147107451,15698.3429566,102.582569889,/home/kgullikson/School/Research/CHIRON_data/20130830/HIP_18788.fits,-0.490457015328,0.0364720184983,-0.00223511840514,0.00985770610702,HIP 18788,15.7,0.8,1.0,,0.0,0.0,0.0,,,False
HIP 20264,2014-03-02,2456718.52572,10000,4.0,0.0,150,ml,23.5179877275,0.159962487182,0.931868088065,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140301/HIP_20264.fits,-0.571579723124,0.0114875745551,0.0158702854422,0.0262824497034,HIP 20264,25.3,0.8,2.0,7.0,0.0,0.0,0.0,,,False
HIP 20507,2014-03-02,2456719.50028,9000,4.0,0.0,200,ml,-7.19218798671,0.176832598923,0.949371251568,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140302/HIP_20507.fits,-0.614064460072,0.00559683002624,-0.0772971039333,0.0120455366716,HIP 20507,-4.5,0.7,3.0,4.7,0.0,0.0,0.0,,,False
HIP 21589,2015-02-12,2457065.63421,9000,4.5,0.0,80,ml,47.4254984181,0.071714624045,0.954482179323,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20150211/HIP_21589.fits,-0.214891316211,0.0059428396141,-0.0200942805847,0.0048915374245,HIP 21589,40.3,1.0,2.0,5.0,1.0,0.0,1.0,0.0,,True
HIP 21589,2015-02-12,2457065.63421,9000,4.5,0.0,80,ml,47.4254984181,0.071714624045,0.954482179323,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20150211/HIP_21589.fits,-0.214891316211,0.0059428396141,-0.0200942805847,0.0048915374245,HIP 21589,40.3,1.0,2.0,5.0,1.0,0.0,1.0,52.2000007629,,True
HIP 21589,2015-02-12,2457065.63421,9000,4.5,0.0,80,ml,47.4254984181,0.071714624045,0.954482179323,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20150211/HIP_21589.fits,-0.214891316211,0.0059428396141,-0.0200942805847,0.0048915374245,HIP 21589,40.3,1.0,2.0,5.0,1.0,0.0,1.0,123.099998474,,True
HIP 22509,2015-04-14,2457126.50281,9000,3.5,0.0,275,ml,25.098803713,0.297440950025,0.92757790585,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20150413/HIP_22509.fits,-0.204155844413,0.00807490976031,0.0132716325915,0.0103476807059,HIP 22509,24.4,2.6,2.0,4.6,0.0,0.0,1.0,,,True
HIP 22913,2013-10-20,2456585.74601,12000,3.5,0.0,80,ml,17.6258481365,0.142819787449,0.830420778358,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20131019/HIP_22913.fits,-0.676647407916,0.0367971315682,-0.0511572374162,0.0315042324096,HIP 22913,13.4,3.6,1.0,,0.0,0.0,0.0,,,False
HIP 22958,2013-09-16,2456551.79413,16000,4.5,0.0,80,ml,20.9664150348,0.146961527862,0.82434459316,CHIRON,3.78461067432,16.5411989826,0.0799628337839,14502.0806524,103.574354712,/home/kgullikson/School/Research/CHIRON_data/20130915/HIP_22958.fits,-0.602710629032,0.0152453198079,-0.00264202533956,0.00610682349118,HIP 22958,24.0,4.3,1.0,,1.0,0.0,1.0,0.600000023842,,True
HIP 22958,2013-09-16,2456551.79413,16000,4.5,0.0,80,ml,20.9664150348,0.146961527862,0.82434459316,CHIRON,3.78461067432,16.5411989826,0.0799628337839,14502.0806524,103.574354712,/home/kgullikson/School/Research/CHIRON_data/20130915/HIP_22958.fits,-0.602710629032,0.0152453198079,-0.00264202533956,0.00610682349118,HIP 22958,24.0,4.3,1.0,,1.0,0.0,1.0,66.0999984741,,True
HIP 22958,2013-09-16,2456551.79413,16000,4.5,0.0,80,ml,20.9664150348,0.146961527862,0.82434459316,CHIRON,3.78461067432,16.5411989826,0.0799628337839,14502.0806524,103.574354712,/home/kgullikson/School/Research/CHIRON_data/20130915/HIP_22958.fits,-0.602710629032,0.0152453198079,-0.00264202533956,0.00610682349118,HIP 22958,24.0,4.3,1.0,,1.0,0.0,1.0,127.099998474,,True
HIP 22958,2014-10-13,2456943.77232,16000,4.5,0.0,80,ml,20.0744601133,0.161968335242,0.809566246599,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141012/HIP_22958.fits,-0.196561240388,0.01419740123,0.0945871706873,0.0203708208956,HIP 22958,24.0,4.3,1.0,,1.0,0.0,1.0,0.600000023842,,True
HIP 22958,2014-10-13,2456943.77232,16000,4.5,0.0,80,ml,20.0744601133,0.161968335242,0.809566246599,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141012/HIP_22958.fits,-0.196561240388,0.01419740123,0.0945871706873,0.0203708208956,HIP 22958,24.0,4.3,1.0,,1.0,0.0,1.0,66.0999984741,,True
HIP 22958,2014-10-13,2456943.77232,16000,4.5,0.0,80,ml,20.0744601133,0.161968335242,0.809566246599,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141012/HIP_22958.fits,-0.196561240388,0.01419740123,0.0945871706873,0.0203708208956,HIP 22958,24.0,4.3,1.0,,1.0,0.0,1.0,127.099998474,,True
HIP 23362,2013-09-13,2456548.87212,10000,4.0,0.0,275,ml,22.1595582071,0.729883226244,0.79451956611,CHIRON,4.0578311273,4.15077250716,0.484260311635,10657.1653955,399.970849049,/home/kgullikson/School/Research/CHIRON_data/20130912/HIP_23362.fits,-0.54715099973,0.00653904451558,0.0816323791365,0.00449505925953,HIP 23362,24.2,2.8,1.0,,0.0,0.0,1.0,,,True
HIP 2381,2014-08-05,2456874.71352,9000,4.5,0.0,150,ml,-0.114008767799,0.13535770549,0.954985076022,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140804/HIP_2381.fits,-0.19150348125,0.00589470980859,0.0747435495511,0.00507370583396,HIP 2381,1.9,0.7,2.0,1.5,1.0,0.0,0.0,1.79999995232,,True
HIP 23916,2013-09-20,2456555.82273,22000,4.5,0.0,275,ml,328.315105217,10.1042811454,0.215205854232,CHIRON,3.12585266709,34.5532430064,8.16613982729,12399.3544564,396.424804075,/home/kgullikson/School/Research/CHIRON_data/20130919/HIP_23916.fits,-0.70228032382,0.130279218463,-0.00358582228412,0.110417115658,HIP 23916,,,,,1.0,0.0,1.0,21.5,,True
HIP 23916,2013-09-20,2456555.82273,22000,4.5,0.0,275,ml,328.315105217,10.1042811454,0.215205854232,CHIRON,3.12585266709,34.5532430064,8.16613982729,12399.3544564,396.424804075,/home/kgullikson/School/Research/CHIRON_data/20130919/HIP_23916.fits,-0.70228032382,0.130279218463,-0.00358582228412,0.110417115658,HIP 23916,,,,,1.0,0.0,1.0,87.6999969482,,True
HIP 23916,2013-09-20,2456555.82273,22000,4.5,0.0,275,ml,328.315105217,10.1042811454,0.215205854232,CHIRON,3.12585266709,34.5532430064,8.16613982729,12399.3544564,396.424804075,/home/kgullikson/School/Research/CHIRON_data/20130919/HIP_23916.fits,-0.70228032382,0.130279218463,-0.00358582228412,0.110417115658,HIP 23916,,,,,1.0,0.0,1.0,80.8000030518,,True
HIP 24244,2013-09-19,2456554.91134,12000,4.5,0.0,175,ml,16.7313647086,0.33356100052,0.810152196228,CHIRON,4.30373072892,12.5100370973,0.245683255214,13386.1204952,201.309330999,/home/kgullikson/School/Research/CHIRON_data/20130918/HIP_24244.fits,-0.557921250277,0.00315715029931,0.0678438860796,0.00604422627108,HIP 24244,,,,,1.0,0.0,1.0,0.40000000596,,True
HIP 24244,2013-09-19,2456554.91134,12000,4.5,0.0,175,ml,16.7313647086,0.33356100052,0.810152196228,CHIRON,4.30373072892,12.5100370973,0.245683255214,13386.1204952,201.309330999,/home/kgullikson/School/Research/CHIRON_data/20130918/HIP_24244.fits,-0.557921250277,0.00315715029931,0.0678438860796,0.00604422627108,HIP 24244,,,,,1.0,0.0,1.0,12.0,,True
HIP 24244,2014-10-19,2456949.83902,12000,4.5,0.0,175,ml,12.6693363922,0.273877536967,0.864073384887,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141018/HIP_24244.fits,-0.192877560069,0.00586874405276,0.0664169612414,0.00655874345653,HIP 24244,,,,,1.0,0.0,1.0,0.40000000596,,True
HIP 24244,2014-10-19,2456949.83902,12000,4.5,0.0,175,ml,12.6693363922,0.273877536967,0.864073384887,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141018/HIP_24244.fits,-0.192877560069,0.00586874405276,0.0664169612414,0.00655874345653,HIP 24244,,,,,1.0,0.0,1.0,12.0,,True
HIP 24327,2013-08-25,2456529.87873,14000,4.5,0.0,125,ml,20.2269847252,0.181862520974,0.873863200299,CHIRON,3.96983221926,22.1773112908,0.0895886320842,13999.5311007,146.933761154,/home/kgullikson/School/Research/CHIRON_data/20130824/HIP_24327.fits,-0.469540519337,0.00416551755955,-0.0365495113504,0.00615666875075,HIP 24327,20.8,1.0,2.0,1.8,1.0,0.0,0.0,2.20000004768,,True
HIP 24505,2015-01-14,2457036.69173,11000,4.0,0.0,150,ml,29.7229389472,0.176110696676,0.905432333627,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20150113/HIP_24505.fits,-0.16834478928,0.00458937501077,0.0574452101389,0.00623980070096,HIP 24505,29.0,4.2,1.0,,0.0,0.0,0.0,,,False
HIP 25280,2014-10-20,2456950.7518,10000,4.5,0.0,150,ml,21.1302158817,0.141662602595,0.935909646888,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141019/HIP_25280.fits,-0.208873620666,0.017655086609,0.0485173086084,0.0227824621595,HIP 25280,21.0,1.0,2.0,1.4,0.0,0.0,0.0,,,False
HIP 25608,2014-03-02,2456718.62166,10000,4.5,0.0,150,ml,34.4077625364,0.149453847823,0.930898487302,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140301/HIP_25608.fits,-0.557429761677,0.00712357765872,0.0098579113455,0.0229559192369,HIP 25608,,,,,0.0,0.0,0.0,,,False
HIP 25813,2013-09-09,2456544.8799,17000,4.5,0.0,150,ml,16.3312245751,0.346358561955,0.738264813677,CHIRON,4.35483422387,9.01362152948,0.170394928137,15696.0454859,159.848501318,/home/kgullikson/School/Research/CHIRON_data/20130908/HIP_25813.fits,-0.589151907709,0.00914892229813,0.0289211621421,0.011927479002,HIP 25813,,,,,1.0,0.0,1.0,1.29999995232,,True
HIP 26063,2013-10-17,2456582.80097,28000,4.5,0.0,150,ml,82.3223814395,0.239841348839,0.812233539427,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20131016/HIP_26063.fits,-0.65101344523,0.014751146758,-0.035921226588,0.0179835899229,HIP 26063,,,,,0.0,,1.0,,128.600006104,True
HIP 26063,2013-10-17,2456582.80097,28000,4.5,0.0,150,ml,82.3223814395,0.239841348839,0.812233539427,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20131016/HIP_26063.fits,-0.65101344523,0.014751146758,-0.035921226588,0.0179835899229,HIP 26063,,,,,0.0,,1.0,,13.5,True
HIP 26126,2014-03-04,2456721.50063,9000,3.5,0.0,175,ml,18.1219150621,0.238081019408,0.907571599421,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140304/HIP_26126.fits,-0.57986589194,0.00361052600901,-0.0161489570029,0.00917663773185,HIP 26126,,,,,1.0,0.0,1.0,0.40000000596,,True
HIP 26126,2014-10-18,2456948.81407,9000,3.5,0.0,175,ml,-15.9559231621,0.203758070535,0.922379382082,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141017/HIP_26126.fits,-0.232337957589,0.0149273221501,0.0353993951495,0.00993532245267,HIP 26126,,,,,1.0,0.0,1.0,0.40000000596,,True
HIP 27100,2014-02-04,2456692.58785,8000,4.0,0.0,200,ml,-10.4756758281,0.168524295328,0.951279147896,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140203/HIP_27100.fits,-0.545827271151,0.00442835228463,0.00371548515066,0.00698341542373,HIP 27100,-8.3,0.8,2.0,5.3,0.0,0.0,0.0,,,False
HIP 27100,2014-03-11,2456727.53903,8000,4.0,0.0,200,ml,-10.6383286398,0.169750284136,0.951325634248,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140310/HIP_27100.fits,-0.518319904752,0.00554993485443,0.0592259496501,0.00763581685787,HIP 27100,-8.3,0.8,2.0,5.3,0.0,0.0,0.0,,,False
HIP 27321,2014-02-08,2456696.62456,8000,3.5,0.0,125,ml,20.5439857812,0.108509312923,0.956446642185,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140207/HIP_27321.fits,-0.563370945959,0.00713655516234,0.0152109292608,0.014691266234,HIP 27321,20.0,0.7,2.0,0.0,1.0,0.0,0.0,0.40000000596,,True
HIP 28756,2013-10-06,2456571.74159,19000,3.5,0.0,80,ml,100.890175491,0.138661794624,0.860697438158,CHIRON,4.13589150842,97.7465387129,0.0479796143722,18499.7718481,84.1726616197,/home/kgullikson/School/Research/CHIRON_data/20131005/HIP_28756.fits,-0.626820901508,0.0209786682688,-0.0150457331236,0.0289468148205,HIP 28756,,,,,1.0,0.0,0.0,0.10000000149,,True
HIP 28910,2014-02-05,2456693.61195,9000,3.5,0.0,275,ml,30.0037497425,0.216305432265,0.94678446055,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140204/HIP_28910.fits,-0.554241505243,0.00484161071524,0.00749669661936,0.0220512184589,HIP 28910,32.0,4.2,1.0,,0.0,0.0,0.0,,,False
HIP 29150,2014-02-09,2456697.63726,10000,4.5,0.0,275,ml,28.5382923008,0.289261517672,0.909516094959,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20140208/HIP_29150.fits,-0.569868803861,0.00827303770671,0.00039352321234,0.0121192758896,HIP 29150,41.7,2.8,2.0,2.9,0.0,0.0,0.0,,,False
HIP 29151,2014-10-23,2456953.82527,9000,3.5,0.0,250,ml,15.1197829426,0.440245991873,0.859911726425,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141022/HIP_29151.fits,-0.192757892955,0.0451604168032,0.0531180599661,0.0426082800985,HIP 29151,25.3,0.7,3.0,6.4,1.0,0.0,0.0,29.0,,True
HIP 29151,2014-10-23,2456953.82527,9000,3.5,0.0,250,ml,15.1197829426,0.440245991873,0.859911726425,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141022/HIP_29151.fits,-0.192757892955,0.0451604168032,0.0531180599661,0.0426082800985,HIP 29151,25.3,0.7,3.0,6.4,1.0,0.0,0.0,117.800003052,,True
HIP 29151,2014-10-23,2456953.82527,9000,3.5,0.0,250,ml,15.1197829426,0.440245991873,0.859911726425,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20141022/HIP_29151.fits,-0.192757892955,0.0451604168032,0.0531180599661,0.0426082800985,HIP 29151,25.3,0.7,3.0,6.4,1.0,0.0,0.0,89.0999984741,,True
HIP 29735,2013-09-24,2456559.79646,11000,4.5,0.0,250,ml,29.6517948,0.647548164872,0.782516841165,CHIRON,4.0,16.9611307254,0.439635994283,10700.0,342.216848699,/home/kgullikson/School/Research/CHIRON_data/20130923/HIP_29735.fits,-0.621963158505,0.00886896443188,0.0111949647894,0.0104583077447,HIP 29735,37.9,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 30069,2013-10-08,2456573.74624,12000,4.5,0.0,275,ml,25.9735333949,0.626375429905,0.772730768986,CHIRON,3.5648948743,12.1452342684,0.631221059102,10782.4388081,324.889700627,/home/kgullikson/School/Research/CHIRON_data/20131007/HIP_30069.fits,-0.573217735784,0.0264554924944,0.0169782041569,0.038669971237,HIP 30069,26.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 30073,2013-10-16,2456581.82604,22000,4.5,0.0,100,ml,-15.8924796332,0.204098033138,0.78546556353,CHIRON,,,,,,/home/kgullikson/School/Research/CHIRON_data/20131015/HIP_30073.fits,-0.666838752751,0.0111557637399,-0.0314336906435,0.00749735586896,,,,,,,,,,,False
HIP 30788,2013-10-09,2456574.74703,18000,4.5,0.0,125,ml,36.9739898107,0.239372894573,0.784167977027,CHIRON,4.26717793765,-172.314274105,11.0886048735,16702.5623259,298.28938503,/home/kgullikson/School/Research/CHIRON_data/20131008/HIP_30788.fits,-0.652415713273,0.00504772336841,-0.0248820522441,0.00905457988035,HIP 30788,41.0,4.1,1.0,,0.0,0.0,1.0,,,True
