teff,vsini,addmode,rms
26000,225,dc,1.17976573
26000,225,ml,0.915482877053
26000,225,simple,2.56728584786
26000,250,dc,1.46517378453
26000,250,ml,1.03186929359
26000,250,simple,3.59465084735
26000,275,dc,1.45829985924
26000,275,ml,1.23775344795
26000,275,simple,3.13191546172
26000,300,dc,1.26001218282
26000,300,ml,1.19191116998
26000,300,simple,2.63700895684
28000,50,dc,0.420640358653
28000,50,ml,0.320364197397
28000,50,simple,1.4071967292
28000,75,dc,0.585087423706
28000,75,ml,0.456152779104
28000,75,simple,1.35163276311
28000,100,dc,0.663986687098
28000,100,ml,0.505884535754
28000,100,simple,1.5907111508
28000,125,dc,0.774692052373
28000,125,ml,0.684849253645
28000,125,simple,1.76165556318
28000,150,dc,0.865220464489
28000,150,ml,0.75352557242
28000,150,simple,2.1088826353
28000,175,dc,0.937080063713
28000,175,ml,0.675135360044
28000,175,simple,2.14404879805
28000,200,dc,1.33880922048
28000,200,ml,0.979592870179
28000,200,simple,2.40848295693
28000,225,dc,1.28572480672
28000,225,ml,0.85538040356
28000,225,simple,2.62825838343
28000,250,dc,1.41387801282
28000,250,ml,0.949994354383
28000,250,simple,3.30460619716
28000,275,dc,1.69568602441
28000,275,ml,1.00802424212
28000,275,simple,3.58640644182
28000,300,dc,1.52223333507
28000,300,ml,1.21724483171
28000,300,simple,3.84836929793
30000,50,dc,0.43122437006
30000,50,ml,0.320866103179
30000,50,simple,1.47177856094
30000,75,dc,0.539554460724
30000,75,ml,0.373368510146
30000,75,simple,1.88908547835
30000,100,dc,0.62490297096
30000,100,ml,0.501619161819
30000,100,simple,1.78317514769
30000,125,dc,0.766394255546
30000,125,ml,0.689176190631
30000,125,simple,1.99217874328
30000,150,dc,0.883762253948
30000,150,ml,0.610731498693
30000,150,simple,2.12151862938
30000,175,dc,1.10500392979
30000,175,ml,0.813568570798
30000,175,simple,2.42412147015
30000,200,dc,1.0922415022
30000,200,ml,0.905141001198
30000,200,simple,2.52325371136
30000,225,dc,1.56865835597
30000,225,ml,1.01669538974
30000,225,simple,3.87562182131
30000,250,dc,1.4081547143
30000,250,ml,1.18197592957
30000,250,simple,2.93717610068
30000,275,dc,1.46863292865
30000,275,ml,1.17145971395
30000,275,simple,3.5079854334
30000,300,dc,1.49564142727
30000,300,ml,1.3629666394
30000,300,simple,3.11311974437
