Wavelength        Transmission
2.32075538037783  0.006755854
2.32146039927276  0.006536114
2.3221654181677   0.00613544
2.32287043706264  0.005995362
2.32357545595757  0.005737029
2.32428047485251  0.005518655
2.32498549374745  0.005325433
2.32569051264238  0.005297916
2.32639553153732  0.005076394
2.32710055043226  0.004903167
2.32780556932719  0.004734233
2.32851058822213  0.004689587
2.32921560711707  0.004485462
2.329920626012    0.004407988
2.33062564490694  0.00428666
2.33133066380187  0.004283006
2.33203568269681  0.00407965
2.33274070159175  0.004082843
2.33344572048668  0.003887428
2.33415073938162  0.003948797
2.33485575827656  0.003777104
2.33556077717149  0.003688625
2.33626579606643  0.003646238
2.33697081496137  0.003622139
2.3376758338563   0.003504536
2.33838085275124  0.003501938
2.33908587164618  0.003348154
2.33979089054111  0.003409258
2.34049590943605  0.003246817
2.34120092833099  0.003272077
2.34190594722592  0.003163628
2.34261096612086  0.003169633
2.34331598501579  0.003053505
2.34402100391073  0.003052199
2.34472602280567  0.002926682
2.3454310417006   0.002966558
2.34613606059554  0.002880593
2.34684107949048  0.002923572
2.34754609838541  0.002826584
2.34825111728035  0.002817893
2.34895613617529  0.002802993
2.34966115507022  0.002766021
2.35036617396516  0.002656363
2.3510711928601   0.002681612
2.35177621175503  0.002633512
2.35248123064997  0.002706164
2.3531862495449   0.002589843
2.35389126843984  0.002538266
2.35459628733478  0.002444369
2.35530130622971  0.002445284
2.35600632512465  0.002453027
2.35671134401959  0.002435245
2.35741636291452  0.002413082
2.35812138180946  0.002397299
2.3588264007044   0.002325167
2.35953141959933  0.002273877
2.36023643849427  0.002247606
2.36094145738921  0.002204921
2.36164647628414  0.002183083
2.36235149517908  0.002163544
2.36305651407401  0.002121157
2.36376153296895  0.00208384
2.36446655186389  0.002074604
2.36517157075882  0.002015898
2.36587658965376  0.002034003
2.3665816085487   0.002009255
2.36728662744363  0.001978721
2.36799164633857  0.001961044
2.36869666523351  0.001918535
2.36940168412844  0.001928725
