teff,vsini,addmode,rms
16000,250,simple,1.56950185294
16000,275,dc,1.23389960192
16000,275,ml,1.13949130823
16000,275,simple,1.32361138727
16000,300,dc,1.54970365019
16000,300,ml,1.71648364246
16000,300,simple,1.57558286978
18000,50,dc,0.110183512835
18000,50,ml,0.0814620674522
18000,50,simple,0.112786993686
18000,75,dc,0.210282670478
18000,75,ml,0.158588262558
18000,75,simple,0.221107990103
18000,100,dc,0.34508153886
18000,100,ml,0.257817073786
18000,100,simple,0.368695449526
18000,125,dc,0.427342942624
18000,125,ml,0.313829996814
18000,125,simple,0.455785875018
18000,150,dc,0.415455381998
18000,150,ml,0.383208622402
18000,150,simple,0.437270646196
18000,175,dc,0.616925858622
18000,175,ml,0.496888804802
18000,175,simple,0.665722773081
18000,200,dc,0.652103240748
18000,200,ml,0.557146600449
18000,200,simple,0.726135024647
18000,225,dc,0.949750986606
18000,225,ml,0.825332415833
18000,225,simple,1.02817345891
18000,250,dc,0.948337515241
18000,250,ml,0.784369752085
18000,250,simple,1.03972219682
18000,275,dc,1.33280275939
18000,275,ml,1.00579913999
18000,275,simple,1.50835618831
18000,300,dc,2.15260985634
18000,300,ml,3.12074990883
18000,300,simple,2.13033047816
20000,50,dc,0.140267384884
20000,50,ml,0.096558015353
20000,50,simple,0.145549945786
20000,75,dc,0.217376481443
20000,75,ml,0.136077724026
20000,75,simple,0.237955750681
20000,100,dc,0.321397736323
20000,100,ml,0.227808305216
20000,100,simple,0.353968876677
20000,125,dc,0.460348696588
20000,125,ml,0.329646207974
20000,125,simple,0.506961288522
20000,150,dc,0.546570780101
20000,150,ml,0.369595173882
20000,150,simple,0.632871238057
20000,175,dc,0.646382172746
20000,175,ml,0.469477163637
20000,175,simple,0.726967273288
20000,200,dc,0.764519334921
20000,200,ml,0.639512664895
20000,200,simple,0.799288530106
20000,225,dc,0.644739966104
20000,225,ml,0.573679863435
20000,225,simple,0.753914596364
20000,250,dc,0.925604180201
20000,250,ml,0.858078792602
20000,250,simple,1.09613640483
20000,275,dc,1.35713472363
20000,275,ml,1.06119737954
20000,275,simple,1.60327569102
20000,300,dc,1.69659913598
20000,300,ml,1.43026513765
20000,300,simple,1.97272647614
22000,50,dc,0.115788397696
22000,50,ml,0.0948336887911
22000,50,simple,0.121886507612
22000,75,dc,0.241639815638
22000,75,ml,0.14800916685
22000,75,simple,0.266791145589
22000,100,dc,0.234634201043
22000,100,ml,0.223792295641
22000,100,simple,0.263034504038
22000,125,dc,0.4482106403
22000,125,ml,0.289047048313
22000,125,simple,0.505054446954
22000,150,dc,0.573894536936
22000,150,ml,0.455929221507
22000,150,simple,0.641291117793
22000,175,dc,0.663933529417
22000,175,ml,0.552913901847
22000,175,simple,0.727686538359
22000,200,dc,0.873311013379
22000,200,ml,0.63131070435
22000,200,simple,1.01482092926
22000,225,dc,1.09365364913
22000,225,ml,0.841129761658
22000,225,simple,1.30729570778
22000,250,dc,1.26867519357
22000,250,ml,0.936598936103
22000,250,simple,1.5017472625
22000,275,dc,1.35370350174
22000,275,ml,1.06228554668
22000,275,simple,1.6801228713
22000,300,dc,1.66964099966
22000,300,ml,1.38681802404
22000,300,simple,2.08919684757
24000,50,dc,0.152404720383
24000,50,ml,0.0942122412835
24000,50,simple,0.162966368183
24000,75,dc,0.24994836784
24000,75,ml,0.159615068885
24000,75,simple,0.2683942217
24000,100,dc,0.308902612862
24000,100,ml,0.19498321375
24000,100,simple,0.343165501346
24000,125,dc,0.521981598391
24000,125,ml,0.338620027864
24000,125,simple,0.583351413775
24000,150,dc,0.619718183872
24000,150,ml,0.431097667341
24000,150,simple,0.695256063971
24000,175,dc,0.630519752707
24000,175,ml,0.461909693846
24000,175,simple,0.72867684867
24000,200,dc,0.875126161595
24000,200,ml,0.649266014372
24000,200,simple,1.01930102682
24000,225,dc,1.05422191009
24000,225,ml,0.763218532866
24000,225,simple,1.28443430467
24000,250,dc,1.0153376234
24000,250,ml,0.781894638984
24000,250,simple,1.24488695467
24000,275,dc,1.50215156012
24000,275,ml,1.35355169426
24000,275,simple,1.83296123066
24000,300,dc,1.72938826975
24000,300,ml,1.98005994568
24000,300,simple,1.98077207065
26000,50,dc,0.160095754867
26000,50,ml,0.0976286970719
26000,50,simple,0.171823214692
26000,75,dc,0.258572337147
26000,75,ml,0.171032263612
26000,75,simple,0.279067125526
26000,100,dc,0.41925950442
26000,100,ml,0.245642320586
26000,100,simple,0.477823910465
26000,125,dc,0.515097278678
26000,125,ml,0.343151466217
26000,125,simple,0.587767130663
26000,150,dc,0.698981047401
26000,150,ml,0.379894525691
26000,150,simple,0.825261819479
26000,175,dc,0.804483856269
26000,175,ml,0.541014792557
26000,175,simple,0.928360980151
26000,200,dc,1.16890304486
26000,200,ml,0.641214827285
26000,200,simple,1.36023251979
26000,225,dc,1.49873469477
26000,225,ml,0.898614928108
26000,225,simple,1.74752391554
26000,250,dc,1.55247267951
26000,250,ml,1.02435619879
26000,250,simple,1.9496897292
26000,275,dc,1.55453816749
26000,275,ml,1.1013873937
26000,275,simple,1.96648381346
26000,300,dc,2.01319167669
26000,300,ml,1.75583984713
26000,300,simple,2.44245223764
28000,50,dc,0.173733112187
28000,50,ml,0.113692456827
28000,50,simple,0.201283755842
28000,75,dc,0.301949842654
28000,75,ml,0.141746353319
28000,75,simple,0.366708720879
28000,100,dc,0.447143650976
28000,100,ml,0.25775123423
28000,100,simple,0.550010723397
28000,125,dc,0.564511372772
28000,125,ml,0.379508995783
28000,125,simple,0.649444298235
28000,150,dc,0.783228644984
28000,150,ml,0.47663453173
28000,150,simple,0.959564762587
28000,175,dc,0.973829510644
28000,175,ml,0.725395162095
28000,175,simple,1.28703310952
28000,200,dc,1.23163258398
28000,200,ml,0.809293347888
28000,200,simple,1.5826472722
28000,225,dc,1.64629210574
28000,225,ml,1.42103012654
28000,225,simple,2.0260579505
28000,250,dc,1.60747420669
28000,250,ml,1.12360751525
28000,250,simple,2.03338872171
28000,275,dc,1.6769185689
28000,275,ml,1.1923138304
28000,275,simple,2.27315205349
28000,300,dc,2.00580325343
28000,300,ml,1.48096256045
28000,300,simple,2.65640424222
30000,50,dc,0.241023194197
30000,50,ml,0.128386755076
30000,50,simple,0.291271101062
30000,75,dc,0.366602934018
30000,75,ml,0.247250232039
30000,75,simple,0.496674632776
30000,100,dc,0.543408439845
30000,100,ml,0.341593859123
30000,100,simple,0.668861323457
30000,125,dc,0.670661473118
30000,125,ml,0.5374843673
30000,125,simple,0.860696306081
30000,150,dc,0.854437383395
30000,150,ml,0.722481894333
30000,150,simple,1.14681796769
30000,175,dc,1.08101526192
30000,175,ml,0.775371075703
30000,175,simple,1.58811808117
30000,200,dc,1.12752186255
30000,200,ml,0.967814236248
30000,200,simple,1.50232947372
30000,225,dc,1.45872259181
30000,225,ml,1.10617174566
30000,225,simple,2.01059579407
30000,250,dc,1.62082580835
30000,250,ml,1.21012118504
30000,250,simple,2.49657856882
30000,275,dc,2.33179360977
30000,275,ml,1.68799392378
30000,275,simple,3.12853470502
30000,300,dc,1.96965182573
30000,300,ml,1.57221065339
30000,300,simple,2.9517375655
