teff,vsini,addmode,rms
16000,200,dc,0.559508441238
16000,200,ml,0.44765577179
16000,200,simple,0.637740320914
16000,225,dc,0.738056443353
16000,225,ml,0.578975413508
16000,225,simple,0.810558716144
16000,250,dc,0.866728787849
16000,250,ml,0.757599471456
16000,250,simple,0.951573226295
16000,275,dc,1.11067994039
16000,275,ml,0.971728367748
16000,275,simple,1.23385285418
16000,300,dc,1.18472272142
16000,300,ml,1.1091798026
16000,300,simple,1.33323403023
18000,50,dc,0.0815950913462
18000,50,ml,0.0481632593579
18000,50,simple,0.0903814836544
18000,75,dc,0.151939913956
18000,75,ml,0.0769815086845
18000,75,simple,0.185996291784
18000,100,dc,0.19756883947
18000,100,ml,0.108780556086
18000,100,simple,0.256735874047
18000,125,dc,0.230856228623
18000,125,ml,0.142566191473
18000,125,simple,0.279627247088
18000,150,dc,0.287398128749
18000,150,ml,0.173872369543
18000,150,simple,0.371408578749
18000,175,dc,0.398088994083
18000,175,ml,0.208010086431
18000,175,simple,0.552686828823
18000,200,dc,0.418223333689
18000,200,ml,0.349646009691
18000,200,simple,0.506681642879
18000,225,dc,0.771467885104
18000,225,ml,0.506169932046
18000,225,simple,0.832952653801
18000,250,dc,0.917785088098
18000,250,ml,0.601731187579
18000,250,simple,1.0678829764
18000,275,dc,1.17721763146
18000,275,ml,0.953837628394
18000,275,simple,1.18139752949
18000,300,dc,1.35394816491
18000,300,ml,0.954971792683
18000,300,simple,1.5143062019
20000,50,dc,0.0840305047422
20000,50,ml,0.0370711569408
20000,50,simple,0.106703395639
20000,75,dc,0.15686458562
20000,75,ml,0.0772960653685
20000,75,simple,0.206087012737
20000,100,dc,0.200408805344
20000,100,ml,0.10822751502
20000,100,simple,0.256076640809
20000,125,dc,0.229873894628
20000,125,ml,0.139334398485
20000,125,simple,0.303747619208
20000,150,dc,0.258055372106
20000,150,ml,0.172418700388
20000,150,simple,0.409107866501
20000,175,dc,0.324449231332
20000,175,ml,0.219415759956
20000,175,simple,0.435808998139
20000,200,dc,0.401385073477
20000,200,ml,0.383905496761
20000,200,simple,0.438842702428
20000,225,dc,0.663786088736
20000,225,ml,0.461434231296
20000,225,simple,0.75777383232
20000,250,dc,0.84080365222
20000,250,ml,0.436426173138
20000,250,simple,1.0248279101
20000,275,dc,1.00384625245
20000,275,ml,0.776507048919
20000,275,simple,1.02618003578
20000,300,dc,1.28048665239
20000,300,ml,1.01750236102
20000,300,simple,1.16351236945
22000,50,dc,0.0681835347867
22000,50,ml,0.0358965293259
22000,50,simple,0.0948869181615
22000,75,dc,0.132838917276
22000,75,ml,0.0713717151262
22000,75,simple,0.158926967336
22000,100,dc,0.161972551078
22000,100,ml,0.0887348454335
22000,100,simple,0.228887088321
22000,125,dc,0.200359350562
22000,125,ml,0.111649377585
22000,125,simple,0.243906980454
22000,150,dc,0.31243255479
22000,150,ml,0.168499883798
22000,150,simple,0.408704759351
22000,175,dc,0.340140166051
22000,175,ml,0.175670874835
22000,175,simple,0.440157377806
22000,200,dc,0.601936045003
22000,200,ml,0.405277844992
22000,200,simple,0.746720991071
22000,225,dc,0.49552243978
22000,225,ml,0.475023055041
22000,225,simple,0.583332017347
22000,250,dc,0.667125518628
22000,250,ml,0.470418709682
22000,250,simple,0.71631326463
22000,275,dc,0.900839021458
22000,275,ml,0.618837464751
22000,275,simple,0.976585411418
22000,300,dc,1.22107847467
22000,300,ml,0.811421510982
22000,300,simple,1.33834146967
24000,50,dc,0.0645149900172
24000,50,ml,0.0324705220431
24000,50,simple,0.0910522571298
24000,75,dc,0.119555109353
24000,75,ml,0.0531587204585
24000,75,simple,0.166249895392
24000,100,dc,0.181141445627
24000,100,ml,0.104850297394
24000,100,simple,0.260565360113
24000,125,dc,0.21636399245
24000,125,ml,0.14871702657
24000,125,simple,0.291191344158
24000,150,dc,0.347923119147
24000,150,ml,0.180443341646
24000,150,simple,0.477704269009
24000,175,dc,0.40511622645
24000,175,ml,0.238558405885
24000,175,simple,0.610838169729
24000,200,dc,0.486758765641
24000,200,ml,0.361758962095
24000,200,simple,0.639910685948
24000,225,dc,0.606701928163
24000,225,ml,0.407653452749
24000,225,simple,0.814617059406
24000,250,dc,0.81348975065
24000,250,ml,0.555438537816
24000,250,simple,1.00259726409
24000,275,dc,0.891282217569
24000,275,ml,0.473200616262
24000,275,simple,1.21996832271
24000,300,dc,1.12857491094
24000,300,ml,0.724118235531
24000,300,simple,1.66256455583
26000,50,dc,0.0759256446364
26000,50,ml,0.0395605775181
26000,50,simple,0.0990029653363
26000,75,dc,0.134422675995
26000,75,ml,0.0657191786123
26000,75,simple,0.185820874474
26000,100,dc,0.180799842175
26000,100,ml,0.0934784934526
26000,100,simple,0.261188440933
26000,125,dc,0.224475623099
26000,125,ml,0.121410568518
26000,125,simple,0.344675012423
26000,150,dc,0.280532577431
26000,150,ml,0.171543680993
26000,150,simple,0.373060538522
26000,175,dc,0.380710642834
26000,175,ml,0.252919973836
26000,175,simple,0.573582202609
26000,200,dc,0.460046160799
26000,200,ml,0.367913980829
26000,200,simple,0.657751793118
26000,225,dc,0.558858464414
26000,225,ml,0.456442825272
26000,225,simple,0.698069975429
26000,250,dc,0.692589745763
26000,250,ml,0.491043948924
26000,250,simple,0.935192613593
26000,275,dc,0.954219944043
26000,275,ml,0.63421502707
26000,275,simple,1.21288984027
26000,300,dc,1.12737644619
26000,300,ml,0.657888589696
26000,300,simple,1.47025676829
28000,50,dc,0.0968413394911
28000,50,ml,0.0455013936816
28000,50,simple,0.130737802027
28000,75,dc,0.149481300509
28000,75,ml,0.0733227294191
28000,75,simple,0.205170792357
28000,100,dc,0.204406263249
28000,100,ml,0.114428000048
28000,100,simple,0.310395808148
28000,125,dc,0.269110531437
28000,125,ml,0.139610004639
28000,125,simple,0.432855700965
28000,150,dc,0.310789911202
28000,150,ml,0.202403590102
28000,150,simple,0.479507686703
28000,175,dc,0.349816305036
28000,175,ml,0.276277397803
28000,175,simple,0.544176506096
28000,200,dc,0.508447352385
28000,200,ml,0.340127421828
28000,200,simple,0.821245353471
28000,225,dc,0.604414203789
28000,225,ml,0.417994011246
28000,225,simple,0.874785307957
28000,250,dc,0.817008709206
28000,250,ml,0.46198826881
28000,250,simple,1.01943060405
28000,275,dc,1.31316678649
28000,275,ml,0.483782105859
28000,275,simple,1.4971516733
28000,300,dc,2.06908596088
28000,300,ml,0.650751180034
28000,300,simple,2.191084874
30000,50,dc,0.101369422374
30000,50,ml,0.0466807349956
30000,50,simple,0.16826722343
30000,75,dc,0.169977770486
30000,75,ml,0.0718108816937
30000,75,simple,0.347287171295
30000,100,dc,0.194276084964
30000,100,ml,0.123297703105
30000,100,simple,0.384020771848
30000,125,dc,0.312351182683
30000,125,ml,0.189089514399
30000,125,simple,0.499463285753
30000,150,dc,0.355230120784
30000,150,ml,0.247289334053
30000,150,simple,0.613015100138
30000,175,dc,0.526085195748
30000,175,ml,0.334538597344
30000,175,simple,0.795299274972
30000,200,dc,0.691734633561
30000,200,ml,0.455142492697
30000,200,simple,1.04536181612
30000,225,dc,1.08093857669
30000,225,ml,0.449259087277
30000,225,simple,1.20237751509
30000,250,dc,2.22612798501
30000,250,ml,0.863853200178
30000,250,simple,2.2147064219
30000,275,dc,2.96825294714
30000,275,ml,1.11475490099
30000,275,simple,2.79517677081
30000,300,dc,3.1008251131
30000,300,ml,1.10592689215
30000,300,simple,2.66105040921
